Timestamp,Telescope,Filter,Magnitude,Error,Source
2025-02-20 08:00:49,,OMEGA_apphot_ip,18.742177131,0.073,OMEGA_apphot_ip
2025-02-20 08:00:09,,OMEGA_apphot_ip,18.735741047,0.081,OMEGA_apphot_ip
2025-02-20 08:00:09,,OMEGA_cal_apphot_ip,16.539077505,0.08,OMEGA_cal_apphot_ip
2025-02-20 07:58:24,,OMEGA_cal_apphot_ip,16.528442417,0.066,OMEGA_cal_apphot_ip
2025-02-20 07:58:24,,OMEGA_apphot_ip,18.724877393,0.066,OMEGA_apphot_ip
2025-02-20 07:55:59,,OMEGA_cal_apphot_ip,16.568457929,0.091,OMEGA_cal_apphot_ip
2025-02-20 07:55:59,,OMEGA_apphot_ip,18.765752903,0.092,OMEGA_apphot_ip
2025-02-20 07:53:33,,OMEGA_cal_apphot_ip,16.552116573,0.057,OMEGA_cal_apphot_ip
2025-02-20 07:53:33,,OMEGA_apphot_ip,18.749060344,0.056,OMEGA_apphot_ip
2025-02-20 07:44:20,,OGLE_I,16.156,0.012,OGLE
2025-02-19 18:15:28,,OMEGA_cal_apphot_gp,18.304562177,0.066,OMEGA_cal_apphot_gp
2025-02-19 18:15:28,,OMEGA_apphot_gp,20.096121221,0.067,OMEGA_apphot_gp
2025-02-19 18:13:52,,OMEGA_cal_apphot_gp,18.271255593,0.089,OMEGA_cal_apphot_gp
2025-02-19 18:13:52,,OMEGA_apphot_gp,20.060061757,0.093,OMEGA_apphot_gp
2025-02-19 18:10:02,,OMEGA_cal_apphot_gp,18.329237856,0.083,OMEGA_cal_apphot_gp
2025-02-19 18:10:02,,OMEGA_apphot_gp,20.122836412,0.087,OMEGA_apphot_gp
2025-02-19 18:08:26,,OMEGA_cal_apphot_gp,18.286373305,0.069,OMEGA_cal_apphot_gp
2025-02-19 18:08:26,,OMEGA_apphot_gp,20.07642899,0.072,OMEGA_apphot_gp
2025-02-19 18:06:02,,OMEGA_apphot_ip,18.772439764,0.059,OMEGA_apphot_ip
2025-02-19 18:06:02,,OMEGA_cal_apphot_ip,16.575004102,0.059,OMEGA_cal_apphot_ip
2025-02-19 18:04:24,,OMEGA_cal_apphot_ip,16.530404698,0.047,OMEGA_cal_apphot_ip
2025-02-19 18:04:24,,OMEGA_apphot_ip,18.726881847,0.046,OMEGA_apphot_ip
2025-02-19 18:03:37,,OMEGA_apphot_ip,18.761912964,0.065,OMEGA_apphot_ip
2025-02-19 18:03:37,,OMEGA_cal_apphot_ip,16.564698781,0.065,OMEGA_cal_apphot_ip
2025-02-19 18:01:59,,OMEGA_cal_apphot_ip,16.566020478,0.065,OMEGA_cal_apphot_ip
2025-02-19 18:01:59,,OMEGA_apphot_ip,18.763263066,0.065,OMEGA_apphot_ip
2025-02-19 18:01:12,,OMEGA_apphot_ip,18.77594312,0.071,OMEGA_apphot_ip
2025-02-19 18:01:12,,OMEGA_cal_apphot_ip,16.57843375,0.071,OMEGA_cal_apphot_ip
2025-02-19 17:59:33,,OMEGA_cal_apphot_ip,16.550463469,0.072,OMEGA_cal_apphot_ip
2025-02-19 17:59:33,,OMEGA_apphot_ip,18.747371713,0.072,OMEGA_apphot_ip
2025-02-19 17:58:47,,OMEGA_cal_apphot_ip,16.607754583,0.083,OMEGA_cal_apphot_ip
2025-02-19 17:58:47,,OMEGA_apphot_ip,18.805894104,0.083,OMEGA_apphot_ip
2025-02-19 17:57:08,,OMEGA_cal_apphot_ip,16.55465241,0.07,OMEGA_cal_apphot_ip
2025-02-19 17:57:08,,OMEGA_apphot_ip,18.75165068,0.07,OMEGA_apphot_ip
2025-02-19 09:05:27,,OMEGA_cal_apphot_gp,18.272375667,0.081,OMEGA_cal_apphot_gp
2025-02-19 09:05:27,,OMEGA_apphot_gp,20.061274409,0.085,OMEGA_apphot_gp
2025-02-19 09:00:01,,OMEGA_apphot_gp,20.075797992,0.083,OMEGA_apphot_gp
2025-02-19 09:00:01,,OMEGA_cal_apphot_gp,18.28579048,0.079,OMEGA_cal_apphot_gp
2025-02-19 08:55:57,,OMEGA_apphot_ip,18.756997268,0.078,OMEGA_apphot_ip
2025-02-19 08:55:57,,OMEGA_cal_apphot_ip,16.559886508,0.078,OMEGA_cal_apphot_ip
2025-02-19 08:53:32,,OMEGA_cal_apphot_ip,16.542787383,0.071,OMEGA_cal_apphot_ip
2025-02-19 08:53:32,,OMEGA_apphot_ip,18.739530656,0.071,OMEGA_apphot_ip
2025-02-19 08:51:57,,OMEGA_cal_apphot_gp,18.377790345,0.067,OMEGA_cal_apphot_gp
2025-02-19 08:51:57,,OMEGA_apphot_gp,20.175401897,0.069,OMEGA_apphot_gp
2025-02-19 08:51:07,,OMEGA_cal_apphot_ip,16.555171349,0.068,OMEGA_cal_apphot_ip
2025-02-19 08:51:07,,OMEGA_apphot_ip,18.752180773,0.067,OMEGA_apphot_ip
2025-02-19 08:48:39,,OMEGA_cal_apphot_ip,16.577982556,0.075,OMEGA_cal_apphot_ip
2025-02-19 08:48:39,,OMEGA_apphot_ip,18.775482229,0.075,OMEGA_apphot_ip
2025-02-19 08:46:31,,OMEGA_cal_apphot_gp,18.311063076,0.097,OMEGA_cal_apphot_gp
2025-02-19 08:46:31,,OMEGA_apphot_gp,20.103159437,0.102,OMEGA_apphot_gp
2025-02-19 08:42:31,,OMEGA_apphot_ip,18.798194425,0.1,OMEGA_apphot_ip
2025-02-19 08:42:31,,OMEGA_cal_apphot_ip,16.600216901,0.099,OMEGA_cal_apphot_ip
2025-02-19 08:40:06,,OMEGA_apphot_ip,18.80041299,0.05,OMEGA_apphot_ip
2025-02-19 08:40:06,,OMEGA_cal_apphot_ip,16.602388789,0.051,OMEGA_cal_apphot_ip
2025-02-19 08:37:40,,OMEGA_apphot_ip,18.770237294,0.077,OMEGA_apphot_ip
2025-02-19 08:37:40,,OMEGA_cal_apphot_ip,16.572847972,0.076,OMEGA_cal_apphot_ip
2025-02-19 08:35:15,,OMEGA_cal_apphot_ip,16.560118313,0.052,OMEGA_cal_apphot_ip
2025-02-19 08:35:15,,OMEGA_apphot_ip,18.757234055,0.051,OMEGA_apphot_ip
2025-02-19 08:24:57,,OGLE_I,16.173,0.013,OGLE
2025-02-19 08:10:25,,OMEGA_cal_apphot_gp,18.317252544,0.087,OMEGA_cal_apphot_gp
2025-02-19 08:10:25,,OMEGA_apphot_gp,20.109860482,0.092,OMEGA_apphot_gp
2025-02-19 08:10:22,,OMEGA_cal_apphot_gp,18.331528922,0.104,OMEGA_cal_apphot_gp
2025-02-19 08:10:22,,OMEGA_apphot_gp,20.125316841,0.11,OMEGA_apphot_gp
2025-02-19 08:04:59,,OMEGA_apphot_gp,20.12691065,0.071,OMEGA_apphot_gp
2025-02-19 08:04:59,,OMEGA_cal_apphot_gp,18.333001055,0.069,OMEGA_cal_apphot_gp
2025-02-19 08:04:56,,OMEGA_apphot_gp,20.126773253,0.118,OMEGA_apphot_gp
2025-02-19 08:04:56,,OMEGA_cal_apphot_gp,18.332874147,0.111,OMEGA_cal_apphot_gp
2025-02-19 08:00:59,,OMEGA_cal_apphot_ip,16.519374093,0.088,OMEGA_cal_apphot_ip
2025-02-19 08:00:59,,OMEGA_apphot_ip,18.715614177,0.088,OMEGA_apphot_ip
2025-02-19 08:00:55,,OMEGA_apphot_ip,18.728453941,0.085,OMEGA_apphot_ip
2025-02-19 08:00:55,,OMEGA_cal_apphot_ip,16.531943716,0.085,OMEGA_cal_apphot_ip
2025-02-19 07:58:34,,OMEGA_cal_apphot_ip,16.530538266,0.053,OMEGA_cal_apphot_ip
2025-02-19 07:58:34,,OMEGA_apphot_ip,18.727018286,0.053,OMEGA_apphot_ip
2025-02-19 07:58:30,,OMEGA_cal_apphot_ip,16.541885169,0.055,OMEGA_cal_apphot_ip
2025-02-19 07:58:30,,OMEGA_apphot_ip,18.738609051,0.054,OMEGA_apphot_ip
2025-02-19 07:56:09,,OMEGA_apphot_ip,18.80417447,0.043,OMEGA_apphot_ip
2025-02-19 07:56:09,,OMEGA_cal_apphot_ip,16.606071129,0.044,OMEGA_cal_apphot_ip
2025-02-19 07:56:05,,OMEGA_cal_apphot_ip,16.5475247,0.068,OMEGA_cal_apphot_ip
2025-02-19 07:56:05,,OMEGA_apphot_ip,18.744369785,0.068,OMEGA_apphot_ip
2025-02-19 07:53:44,,OMEGA_cal_apphot_ip,16.537848559,0.059,OMEGA_cal_apphot_ip
2025-02-19 07:53:44,,OMEGA_apphot_ip,18.734485689,0.058,OMEGA_apphot_ip
2025-02-19 07:53:40,,OMEGA_cal_apphot_ip,16.513289484,0.08,OMEGA_cal_apphot_ip
2025-02-19 07:53:40,,OMEGA_apphot_ip,18.7093988,0.08,OMEGA_apphot_ip
2025-02-18 17:45:18,,OMEGA_apphot_gp,20.203103107,0.099,OMEGA_apphot_gp
2025-02-18 17:45:18,,OMEGA_cal_apphot_gp,18.403376768,0.094,OMEGA_cal_apphot_gp
2025-02-18 17:44:53,,OMEGA_cal_apphot_gp,18.368276467,0.079,OMEGA_cal_apphot_gp
2025-02-18 17:44:53,,OMEGA_apphot_gp,20.165101671,0.082,OMEGA_apphot_gp
2025-02-18 17:39:51,,OMEGA_apphot_gp,20.16050208,0.081,OMEGA_apphot_gp
2025-02-18 17:39:51,,OMEGA_cal_apphot_gp,18.364028021,0.078,OMEGA_cal_apphot_gp
2025-02-18 17:39:27,,OMEGA_apphot_gp,20.178999607,0.065,OMEGA_apphot_gp
2025-02-18 17:39:27,,OMEGA_cal_apphot_gp,18.381113395,0.064,OMEGA_cal_apphot_gp
2025-02-18 17:35:51,,OMEGA_apphot_ip,18.78472626,0.055,OMEGA_apphot_ip
2025-02-18 17:35:51,,OMEGA_cal_apphot_ip,16.587032098,0.056,OMEGA_cal_apphot_ip
2025-02-18 17:35:26,,OMEGA_cal_apphot_ip,16.544060989,0.072,OMEGA_cal_apphot_ip
2025-02-18 17:35:26,,OMEGA_apphot_ip,18.740831633,0.072,OMEGA_apphot_ip
2025-02-18 17:33:26,,OMEGA_cal_apphot_ip,16.575334044,0.048,OMEGA_cal_apphot_ip
2025-02-18 17:33:26,,OMEGA_apphot_ip,18.772776797,0.047,OMEGA_apphot_ip
2025-02-18 17:33:01,,OMEGA_cal_apphot_ip,16.607740924,0.107,OMEGA_cal_apphot_ip
2025-02-18 17:33:01,,OMEGA_apphot_ip,18.805880152,0.109,OMEGA_apphot_ip
2025-02-18 17:31:00,,OMEGA_cal_apphot_ip,16.567276119,0.065,OMEGA_cal_apphot_ip
2025-02-18 17:31:00,,OMEGA_apphot_ip,18.764545694,0.065,OMEGA_apphot_ip
2025-02-18 17:30:36,,OMEGA_apphot_ip,18.749792681,0.043,OMEGA_apphot_ip
2025-02-18 17:30:36,,OMEGA_cal_apphot_ip,16.552833502,0.044,OMEGA_cal_apphot_ip
2025-02-18 17:28:35,,OMEGA_cal_apphot_ip,16.544487303,0.067,OMEGA_cal_apphot_ip
2025-02-18 17:28:35,,OMEGA_apphot_ip,18.741267109,0.067,OMEGA_apphot_ip
2025-02-18 17:28:11,,OMEGA_apphot_ip,18.747490785,0.078,OMEGA_apphot_ip
2025-02-18 17:28:11,,OMEGA_cal_apphot_ip,16.550580036,0.078,OMEGA_cal_apphot_ip
2025-02-18 08:47:21,,OMEGA_cal_apphot_gp,18.35222863,0.088,OMEGA_cal_apphot_gp
2025-02-18 08:47:21,,OMEGA_apphot_gp,20.147727437,0.093,OMEGA_apphot_gp
2025-02-18 08:44:52,,OMEGA_apphot_gp,20.159722964,0.08,OMEGA_apphot_gp
2025-02-18 08:44:52,,OMEGA_cal_apphot_gp,18.363308385,0.077,OMEGA_cal_apphot_gp
2025-02-18 08:41:55,,OMEGA_cal_apphot_gp,18.298498042,0.06,OMEGA_cal_apphot_gp
2025-02-18 08:41:55,,OMEGA_apphot_gp,20.089555869,0.06,OMEGA_apphot_gp
2025-02-18 08:39:26,,OMEGA_cal_apphot_gp,18.374964884,0.088,OMEGA_cal_apphot_gp
2025-02-18 08:39:26,,OMEGA_apphot_gp,20.172342904,0.092,OMEGA_apphot_gp
2025-02-18 08:37:54,,OMEGA_cal_apphot_ip,16.562209938,0.057,OMEGA_cal_apphot_ip
2025-02-18 08:37:54,,OMEGA_apphot_ip,18.759370633,0.056,OMEGA_apphot_ip
2025-02-18 08:35:29,,OMEGA_cal_apphot_ip,16.574953729,0.076,OMEGA_cal_apphot_ip
2025-02-18 08:35:29,,OMEGA_apphot_ip,18.772388308,0.076,OMEGA_apphot_ip
2025-02-18 08:35:26,,OMEGA_apphot_ip,18.750029135,0.079,OMEGA_apphot_ip
2025-02-18 08:35:26,,OMEGA_cal_apphot_ip,16.553064981,0.078,OMEGA_cal_apphot_ip
2025-02-18 08:33:04,,OMEGA_cal_apphot_ip,16.574293963,0.081,OMEGA_cal_apphot_ip
2025-02-18 08:33:04,,OMEGA_apphot_ip,18.771714363,0.081,OMEGA_apphot_ip
2025-02-18 08:33:01,,OMEGA_cal_apphot_ip,16.589203954,0.079,OMEGA_cal_apphot_ip
2025-02-18 08:33:01,,OMEGA_apphot_ip,18.786944793,0.079,OMEGA_apphot_ip
2025-02-18 08:30:38,,OMEGA_apphot_ip,18.72136782,0.094,OMEGA_apphot_ip
2025-02-18 08:30:38,,OMEGA_cal_apphot_ip,16.525006683,0.093,OMEGA_cal_apphot_ip
2025-02-18 08:30:35,,OMEGA_cal_apphot_ip,16.614448739,0.062,OMEGA_cal_apphot_ip
2025-02-18 08:30:35,,OMEGA_apphot_ip,18.812732128,0.061,OMEGA_apphot_ip
2025-02-18 08:28:10,,OMEGA_apphot_ip,18.789336047,0.079,OMEGA_apphot_ip
2025-02-18 08:28:10,,OMEGA_cal_apphot_ip,16.591544898,0.079,OMEGA_cal_apphot_ip
2025-02-18 08:13:54,,OMEGA_apphot_gp,20.084064848,0.084,OMEGA_apphot_gp
2025-02-18 08:13:54,,OMEGA_cal_apphot_gp,18.293426221,0.081,OMEGA_cal_apphot_gp
2025-02-18 08:08:28,,OMEGA_apphot_gp,20.097624331,0.102,OMEGA_apphot_gp
2025-02-18 08:08:28,,OMEGA_cal_apphot_gp,18.305950535,0.097,OMEGA_cal_apphot_gp
2025-02-18 08:04:34,,OMEGA_cal_apphot_ip,16.556698394,0.055,OMEGA_cal_apphot_ip
2025-02-18 08:04:34,,OMEGA_apphot_ip,18.753740636,0.055,OMEGA_apphot_ip
2025-02-18 08:04:26,,OMEGA_apphot_ip,18.776855002,0.062,OMEGA_apphot_ip
2025-02-18 08:04:26,,OMEGA_cal_apphot_ip,16.579326447,0.062,OMEGA_cal_apphot_ip
2025-02-18 08:02:07,,OMEGA_apphot_ip,18.753442477,0.064,OMEGA_apphot_ip
2025-02-18 08:02:07,,OMEGA_cal_apphot_ip,16.556406507,0.064,OMEGA_cal_apphot_ip
2025-02-18 08:02:01,,OMEGA_apphot_ip,18.747233094,0.059,OMEGA_apphot_ip
2025-02-18 08:02:01,,OMEGA_cal_apphot_ip,16.550327767,0.059,OMEGA_cal_apphot_ip
2025-02-18 07:59:38,,OMEGA_apphot_ip,18.797288192,0.06,OMEGA_apphot_ip
2025-02-18 07:59:38,,OMEGA_cal_apphot_ip,16.599329734,0.061,OMEGA_cal_apphot_ip
2025-02-18 07:59:35,,OMEGA_apphot_ip,18.773273234,0.054,OMEGA_apphot_ip
2025-02-18 07:59:35,,OMEGA_cal_apphot_ip,16.575820037,0.055,OMEGA_cal_apphot_ip
2025-02-18 07:57:10,,OMEGA_apphot_ip,18.758581052,0.047,OMEGA_apphot_ip
2025-02-18 07:57:10,,OMEGA_cal_apphot_ip,16.56143697,0.048,OMEGA_cal_apphot_ip
2025-02-18 07:57:09,,OMEGA_cal_apphot_ip,16.5716144,0.073,OMEGA_cal_apphot_ip
2025-02-18 07:57:09,,OMEGA_apphot_ip,18.768977211,0.073,OMEGA_apphot_ip
2025-02-17 17:48:02,,OMEGA_cal_apphot_gp,18.446474909,0.129,OMEGA_cal_apphot_gp
2025-02-17 17:48:02,,OMEGA_apphot_gp,20.249763428,0.137,OMEGA_apphot_gp
2025-02-17 17:42:36,,OMEGA_apphot_gp,20.437862874,0.162,OMEGA_apphot_gp
2025-02-17 17:42:36,,OMEGA_cal_apphot_gp,18.620214319,0.152,OMEGA_cal_apphot_gp
2025-02-17 09:12:08,,OMEGA_cal_apphot_gp,18.386154466,0.085,OMEGA_cal_apphot_gp
2025-02-17 09:12:08,,OMEGA_apphot_gp,20.184457335,0.089,OMEGA_apphot_gp
2025-02-17 09:06:42,,OMEGA_cal_apphot_gp,18.307523564,0.053,OMEGA_cal_apphot_gp
2025-02-17 09:06:42,,OMEGA_apphot_gp,20.099327375,0.053,OMEGA_apphot_gp
2025-02-17 09:02:41,,OMEGA_apphot_ip,18.792681312,0.085,OMEGA_apphot_ip
2025-02-17 09:02:41,,OMEGA_cal_apphot_ip,16.594819781,0.084,OMEGA_cal_apphot_ip
2025-02-17 09:00:16,,OMEGA_apphot_ip,18.740180165,0.056,OMEGA_apphot_ip
2025-02-17 09:00:16,,OMEGA_cal_apphot_ip,16.543423227,0.056,OMEGA_cal_apphot_ip
2025-02-17 08:57:51,,OMEGA_apphot_ip,18.747525148,0.083,OMEGA_apphot_ip
2025-02-17 08:57:51,,OMEGA_cal_apphot_ip,16.550613676,0.082,OMEGA_cal_apphot_ip
2025-02-17 08:55:26,,OMEGA_cal_apphot_ip,16.543466628,0.074,OMEGA_cal_apphot_ip
2025-02-17 08:55:26,,OMEGA_apphot_ip,18.740224498,0.074,OMEGA_apphot_ip
2025-02-17 08:49:49,,OMEGA_cal_apphot_gp,18.32849607,0.074,OMEGA_cal_apphot_gp
2025-02-17 08:49:49,,OMEGA_apphot_gp,20.122033316,0.077,OMEGA_apphot_gp
2025-02-17 08:44:23,,OMEGA_cal_apphot_gp,18.320152891,0.078,OMEGA_cal_apphot_gp
2025-02-17 08:44:23,,OMEGA_apphot_gp,20.11300055,0.081,OMEGA_apphot_gp
2025-02-17 08:40:23,,OMEGA_apphot_ip,18.78333088,0.039,OMEGA_apphot_ip
2025-02-17 08:40:23,,OMEGA_cal_apphot_ip,16.585666076,0.041,OMEGA_cal_apphot_ip
2025-02-17 08:37:58,,OMEGA_apphot_ip,18.778023462,0.098,OMEGA_apphot_ip
2025-02-17 08:37:58,,OMEGA_cal_apphot_ip,16.580470323,0.097,OMEGA_cal_apphot_ip
2025-02-17 08:35:33,,OMEGA_apphot_ip,18.784161588,0.061,OMEGA_apphot_ip
2025-02-17 08:35:33,,OMEGA_cal_apphot_ip,16.586479307,0.062,OMEGA_cal_apphot_ip
2025-02-17 08:33:08,,OMEGA_cal_apphot_ip,16.581146506,0.109,OMEGA_cal_apphot_ip
2025-02-17 08:33:08,,OMEGA_apphot_ip,18.778714177,0.11,OMEGA_apphot_ip
2025-02-17 08:18:12,,OMEGA_cal_apphot_gp,18.335175432,0.053,OMEGA_cal_apphot_gp
2025-02-17 08:18:12,,OMEGA_apphot_gp,20.129264745,0.052,OMEGA_apphot_gp
2025-02-17 08:17:58,,OMEGA_cal_apphot_gp,18.334472743,0.06,OMEGA_cal_apphot_gp
2025-02-17 08:17:58,,OMEGA_apphot_gp,20.128503977,0.061,OMEGA_apphot_gp
2025-02-17 08:12:46,,OMEGA_cal_apphot_gp,18.327543954,0.08,OMEGA_cal_apphot_gp
2025-02-17 08:12:46,,OMEGA_apphot_gp,20.121002505,0.083,OMEGA_apphot_gp
2025-02-17 08:12:32,,OMEGA_apphot_gp,20.163752588,0.066,OMEGA_apphot_gp
2025-02-17 08:12:32,,OMEGA_cal_apphot_gp,18.367030376,0.064,OMEGA_cal_apphot_gp
2025-02-17 08:08:38,,OMEGA_cal_apphot_ip,16.564635112,0.08,OMEGA_cal_apphot_ip
2025-02-17 08:08:38,,OMEGA_apphot_ip,18.761847927,0.08,OMEGA_apphot_ip
2025-02-17 08:08:32,,OMEGA_cal_apphot_ip,16.558324007,0.074,OMEGA_cal_apphot_ip
2025-02-17 08:08:32,,OMEGA_apphot_ip,18.755401186,0.074,OMEGA_apphot_ip
2025-02-17 08:06:13,,OMEGA_apphot_ip,18.77674481,0.068,OMEGA_apphot_ip
2025-02-17 08:06:13,,OMEGA_cal_apphot_ip,16.579218573,0.068,OMEGA_cal_apphot_ip
2025-02-17 08:06:06,,OMEGA_cal_apphot_ip,16.592068354,0.108,OMEGA_cal_apphot_ip
2025-02-17 08:06:06,,OMEGA_apphot_ip,18.789870754,0.11,OMEGA_apphot_ip
2025-02-17 08:03:48,,OMEGA_apphot_ip,18.787406812,0.104,OMEGA_apphot_ip
2025-02-17 08:03:48,,OMEGA_cal_apphot_ip,16.589656253,0.103,OMEGA_cal_apphot_ip
2025-02-17 08:03:41,,OMEGA_cal_apphot_ip,16.599468134,0.061,OMEGA_cal_apphot_ip
2025-02-17 08:03:41,,OMEGA_apphot_ip,18.797429566,0.061,OMEGA_apphot_ip
2025-02-17 08:01:22,,OMEGA_apphot_ip,18.781527211,0.069,OMEGA_apphot_ip
2025-02-17 08:01:22,,OMEGA_cal_apphot_ip,16.583900355,0.069,OMEGA_cal_apphot_ip
2025-02-17 08:01:16,,OMEGA_apphot_ip,18.783484215,0.111,OMEGA_apphot_ip
2025-02-17 08:01:16,,OMEGA_cal_apphot_ip,16.585816185,0.109,OMEGA_cal_apphot_ip
2025-02-17 02:03:18,ATLAS,o,> 19.014393726,,ATLAS
2025-02-17 01:41:13,ATLAS,o,> 19.051201868,,ATLAS
2025-02-17 01:31:44,ATLAS,o,> 18.978792628,,ATLAS
2025-02-17 01:26:27,ATLAS,o,> 18.910912013,,ATLAS
2025-02-16 17:44:47,,OMEGA_apphot_gp,20.165671542,0.116,OMEGA_apphot_gp
2025-02-16 17:44:47,,OMEGA_cal_apphot_gp,18.368802832,0.109,OMEGA_cal_apphot_gp
2025-02-16 17:40:41,,OMEGA_apphot_ip,18.817284202,0.075,OMEGA_apphot_ip
2025-02-16 17:40:41,,OMEGA_cal_apphot_ip,16.61890504,0.075,OMEGA_cal_apphot_ip
2025-02-16 17:39:21,,OMEGA_cal_apphot_gp,18.361183907,0.104,OMEGA_cal_apphot_gp
2025-02-16 17:39:21,,OMEGA_apphot_gp,20.157422892,0.11,OMEGA_apphot_gp
2025-02-16 17:37:34,,OMEGA_cal_apphot_ip,16.640195569,0.128,OMEGA_cal_apphot_ip
2025-02-16 17:37:34,,OMEGA_apphot_ip,18.839032299,0.13,OMEGA_apphot_ip
2025-02-16 17:35:20,,OMEGA_cal_apphot_ip,16.62549471,0.134,OMEGA_cal_apphot_ip
2025-02-16 17:35:20,,OMEGA_apphot_ip,18.824015495,0.136,OMEGA_apphot_ip
2025-02-16 17:35:02,,OMEGA_apphot_ip,18.828848524,0.113,OMEGA_apphot_ip
2025-02-16 17:35:02,,OMEGA_cal_apphot_ip,16.630226055,0.111,OMEGA_cal_apphot_ip
2025-02-16 17:32:55,,OMEGA_cal_apphot_ip,16.65093074,0.089,OMEGA_cal_apphot_ip
2025-02-16 17:32:55,,OMEGA_apphot_ip,18.849998185,0.09,OMEGA_apphot_ip
2025-02-16 17:32:37,,OMEGA_cal_apphot_ip,16.627186459,0.087,OMEGA_cal_apphot_ip
2025-02-16 17:32:37,,OMEGA_apphot_ip,18.825743603,0.088,OMEGA_apphot_ip
2025-02-16 17:30:30,,OMEGA_cal_apphot_ip,16.568919059,0.057,OMEGA_cal_apphot_ip
2025-02-16 17:30:30,,OMEGA_apphot_ip,18.766223943,0.056,OMEGA_apphot_ip
2025-02-16 08:44:17,,OMEGA_cal_apphot_gp,18.268685958,0.066,OMEGA_cal_apphot_gp
2025-02-16 08:44:17,,OMEGA_apphot_gp,20.057279734,0.067,OMEGA_apphot_gp
2025-02-16 08:38:50,,OMEGA_apphot_gp,20.107810786,0.095,OMEGA_apphot_gp
2025-02-16 08:38:50,,OMEGA_cal_apphot_gp,18.315359327,0.09,OMEGA_cal_apphot_gp
2025-02-16 08:38:18,,OGLE_I,16.138,0.011,OGLE
2025-02-16 08:34:50,,OMEGA_apphot_ip,18.765232329,0.071,OMEGA_apphot_ip
2025-02-16 08:34:50,,OMEGA_cal_apphot_ip,16.567948308,0.071,OMEGA_cal_apphot_ip
2025-02-16 08:34:47,,OMEGA_cal_apphot_ip,16.595140234,0.049,OMEGA_cal_apphot_ip
2025-02-16 08:34:47,,OMEGA_apphot_ip,18.793008652,0.047,OMEGA_apphot_ip
2025-02-16 08:33:57,ATLAS,o,> 19.212346841,,ATLAS
2025-02-16 08:32:25,,OMEGA_cal_apphot_ip,16.539035078,0.052,OMEGA_cal_apphot_ip
2025-02-16 08:32:25,,OMEGA_apphot_ip,18.735697708,0.052,OMEGA_apphot_ip
2025-02-16 08:32:22,,OMEGA_cal_apphot_ip,16.525076858,0.081,OMEGA_cal_apphot_ip
2025-02-16 08:32:22,,OMEGA_apphot_ip,18.721439503,0.081,OMEGA_apphot_ip
2025-02-16 08:30:00,,OMEGA_apphot_ip,18.77290401,0.082,OMEGA_apphot_ip
2025-02-16 08:30:00,,OMEGA_cal_apphot_ip,16.575458581,0.081,OMEGA_cal_apphot_ip
2025-02-16 08:29:56,,OMEGA_apphot_ip,18.777511106,0.053,OMEGA_apphot_ip
2025-02-16 08:29:56,,OMEGA_cal_apphot_ip,16.579968747,0.054,OMEGA_cal_apphot_ip
2025-02-16 08:28:42,ATLAS,o,> 18.910912013,,ATLAS
2025-02-16 08:27:35,,OMEGA_apphot_ip,18.717465118,0.069,OMEGA_apphot_ip
2025-02-16 08:27:35,,OMEGA_cal_apphot_ip,16.521186092,0.069,OMEGA_cal_apphot_ip
2025-02-16 08:27:32,,OMEGA_apphot_ip,18.729045747,0.065,OMEGA_apphot_ip
2025-02-16 08:27:32,,OMEGA_cal_apphot_ip,16.532523071,0.065,OMEGA_cal_apphot_ip
2025-02-16 08:21:23,,OMEGA_apphot_gp,20.09375663,0.119,OMEGA_apphot_gp
2025-02-16 08:21:23,,OMEGA_cal_apphot_gp,18.302378105,0.112,OMEGA_cal_apphot_gp
2025-02-16 08:15:58,,OMEGA_apphot_gp,20.026037545,0.129,OMEGA_apphot_gp
2025-02-16 08:15:58,,OMEGA_cal_apphot_gp,18.239828884,0.121,OMEGA_cal_apphot_gp
2025-02-16 08:11:58,,OMEGA_cal_apphot_ip,16.563436396,0.08,OMEGA_cal_apphot_ip
2025-02-16 08:11:58,,OMEGA_apphot_ip,18.760623449,0.081,OMEGA_apphot_ip
2025-02-16 08:11:57,,OMEGA_apphot_ip,18.816341211,0.099,OMEGA_apphot_ip
2025-02-16 08:11:57,,OMEGA_cal_apphot_ip,16.617981888,0.098,OMEGA_cal_apphot_ip
2025-02-16 08:09:32,,OMEGA_apphot_ip,18.766026747,0.066,OMEGA_apphot_ip
2025-02-16 08:09:32,,OMEGA_cal_apphot_ip,16.568726012,0.066,OMEGA_cal_apphot_ip
2025-02-16 08:07:07,,OMEGA_apphot_ip,18.755902339,0.044,OMEGA_apphot_ip
2025-02-16 08:07:07,,OMEGA_cal_apphot_ip,16.558814616,0.045,OMEGA_cal_apphot_ip
2025-02-16 08:04:42,,OMEGA_cal_apphot_ip,16.562447282,0.06,OMEGA_cal_apphot_ip
2025-02-16 08:04:42,,OMEGA_apphot_ip,18.759613077,0.059,OMEGA_apphot_ip
2025-02-16 07:58:11,ATLAS,o,> 19.014393726,,ATLAS
2025-02-16 07:54:10,ATLAS,o,> 19.089301784,,ATLAS
2025-02-16 02:48:07,,OMEGA_apphot_gp,20.118953204,0.077,OMEGA_apphot_gp
2025-02-16 02:48:07,,OMEGA_cal_apphot_gp,18.325651102,0.074,OMEGA_cal_apphot_gp
2025-02-16 02:47:03,,OMEGA_apphot_gp,20.151262713,0.095,OMEGA_apphot_gp
