Timestamp,Telescope,Filter,Magnitude,Error,Source
2024-09-21 11:43:41,,OMEGA_cal_apphot_ip,16.124664181,0.052,OMEGA_cal_apphot_ip
2024-09-21 11:40:15,,OMEGA_cal_apphot_ip,16.152406759,0.074,OMEGA_cal_apphot_ip
2024-09-21 11:40:15,,OMEGA_apphot_ip,18.340760129,0.075,OMEGA_apphot_ip
2024-09-21 11:01:59,,OMEGA_cal_apphot_ip,16.110601642,0.049,OMEGA_cal_apphot_ip
2024-09-21 11:01:59,,OMEGA_apphot_ip,18.298056552,0.048,OMEGA_apphot_ip
2024-09-21 10:58:33,,OMEGA_cal_apphot_ip,16.115860557,0.052,OMEGA_cal_apphot_ip
2024-09-21 10:58:33,,OMEGA_apphot_ip,18.30342849,0.051,OMEGA_apphot_ip
2024-09-21 10:55:07,,OMEGA_cal_apphot_ip,16.128470534,0.058,OMEGA_cal_apphot_ip
2024-09-21 10:55:07,,OMEGA_apphot_ip,18.316309476,0.057,OMEGA_apphot_ip
2024-09-21 10:51:41,,OMEGA_cal_apphot_ip,16.140942435,0.046,OMEGA_cal_apphot_ip
2024-09-21 10:51:41,,OMEGA_apphot_ip,18.329049418,0.045,OMEGA_apphot_ip
2024-09-21 10:21:54,,OMEGA_apphot_ip,18.311208284,0.07,OMEGA_apphot_ip
2024-09-21 10:21:54,,OMEGA_cal_apphot_ip,16.123476668,0.069,OMEGA_cal_apphot_ip
2024-09-21 10:18:28,,OMEGA_apphot_ip,18.327130492,0.071,OMEGA_apphot_ip
2024-09-21 10:18:28,,OMEGA_cal_apphot_ip,16.139063882,0.071,OMEGA_cal_apphot_ip
2024-09-21 10:15:02,,OMEGA_apphot_ip,18.31409138,0.043,OMEGA_apphot_ip
2024-09-21 10:15:02,,OMEGA_cal_apphot_ip,16.126299105,0.044,OMEGA_cal_apphot_ip
2024-09-21 10:11:36,,OMEGA_cal_apphot_ip,16.130754586,0.095,OMEGA_cal_apphot_ip
2024-09-21 10:11:36,,OMEGA_apphot_ip,18.318642616,0.096,OMEGA_apphot_ip
2024-09-21 09:21:58,,OMEGA_apphot_ip,18.299836466,0.089,OMEGA_apphot_ip
2024-09-21 09:21:58,,OMEGA_cal_apphot_ip,16.112344106,0.088,OMEGA_cal_apphot_ip
2024-09-21 09:18:32,,OMEGA_apphot_ip,18.317177237,0.041,OMEGA_apphot_ip
2024-09-21 09:18:32,,OMEGA_cal_apphot_ip,16.129320038,0.042,OMEGA_cal_apphot_ip
2024-09-21 09:15:05,,OMEGA_cal_apphot_ip,16.130233854,0.101,OMEGA_cal_apphot_ip
2024-09-21 09:15:05,,OMEGA_apphot_ip,18.318110693,0.102,OMEGA_apphot_ip
2024-09-21 09:11:39,,OMEGA_cal_apphot_ip,16.117374736,0.061,OMEGA_cal_apphot_ip
2024-09-21 09:11:39,,OMEGA_apphot_ip,18.304975212,0.061,OMEGA_apphot_ip
2024-09-20 18:54:38,ATLAS,o,17.047,0.069,ATLAS
2024-09-20 18:54:38,ATLAS,o,17.679,0.069,ATLAS
2024-09-20 18:46:01,ATLAS,o,17.173,0.075,ATLAS
2024-09-20 18:46:01,ATLAS,o,17.747,0.068,ATLAS
2024-09-20 18:22:43,ATLAS,o,17.87,0.079,ATLAS
2024-09-20 18:22:43,ATLAS,o,17.097,0.081,ATLAS
2024-09-20 18:16:40,ATLAS,o,17.296,0.094,ATLAS
2024-09-20 18:16:40,ATLAS,o,17.907,0.087,ATLAS
2024-09-20 11:44:56,,OMEGA_cal_apphot_ip,16.142594458,0.065,OMEGA_cal_apphot_ip
2024-09-20 11:44:56,,OMEGA_apphot_ip,18.330736946,0.065,OMEGA_apphot_ip
2024-09-20 11:41:30,,OMEGA_cal_apphot_ip,16.132761484,0.039,OMEGA_cal_apphot_ip
2024-09-20 11:41:30,,OMEGA_apphot_ip,18.320692646,0.038,OMEGA_apphot_ip
2024-09-20 11:38:04,,OMEGA_cal_apphot_ip,16.122341849,0.053,OMEGA_cal_apphot_ip
2024-09-20 11:38:04,,OMEGA_apphot_ip,18.310049076,0.052,OMEGA_apphot_ip
2024-09-20 11:34:38,,OMEGA_apphot_ip,18.299891634,0.042,OMEGA_apphot_ip
2024-09-20 11:34:38,,OMEGA_cal_apphot_ip,16.112398114,0.043,OMEGA_cal_apphot_ip
2024-09-20 10:59:59,,OMEGA_cal_apphot_ip,16.126751982,0.052,OMEGA_cal_apphot_ip
2024-09-20 10:59:59,,OMEGA_apphot_ip,18.314553989,0.052,OMEGA_apphot_ip
2024-09-20 10:56:33,,OMEGA_apphot_ip,18.309902136,0.065,OMEGA_apphot_ip
2024-09-20 10:56:33,,OMEGA_cal_apphot_ip,16.122198001,0.065,OMEGA_cal_apphot_ip
2024-09-20 10:53:07,,OMEGA_cal_apphot_ip,16.12976537,0.064,OMEGA_cal_apphot_ip
2024-09-20 10:53:07,,OMEGA_apphot_ip,18.31763214,0.064,OMEGA_apphot_ip
2024-09-20 10:49:41,,OMEGA_apphot_ip,18.320059085,0.07,OMEGA_apphot_ip
2024-09-20 10:49:41,,OMEGA_cal_apphot_ip,16.132141254,0.07,OMEGA_cal_apphot_ip
2024-09-20 10:13:13,,OMEGA_cal_apphot_ip,16.125770624,0.057,OMEGA_cal_apphot_ip
2024-09-20 10:13:13,,OMEGA_apphot_ip,18.31355154,0.056,OMEGA_apphot_ip
2024-09-20 10:09:47,,OMEGA_cal_apphot_ip,16.106517863,0.062,OMEGA_cal_apphot_ip
2024-09-20 10:09:47,,OMEGA_apphot_ip,18.293885007,0.062,OMEGA_apphot_ip
2024-09-20 10:06:21,,OMEGA_cal_apphot_ip,16.135819301,0.063,OMEGA_cal_apphot_ip
2024-09-20 10:06:21,,OMEGA_apphot_ip,18.32381618,0.063,OMEGA_apphot_ip
2024-09-20 10:02:55,,OMEGA_apphot_ip,18.31465217,0.042,OMEGA_apphot_ip
2024-09-20 10:02:55,,OMEGA_cal_apphot_ip,16.126848096,0.043,OMEGA_cal_apphot_ip
2024-09-20 09:21:58,,OMEGA_cal_apphot_ip,16.124653314,0.066,OMEGA_cal_apphot_ip
2024-09-20 09:21:58,,OMEGA_apphot_ip,18.312410218,0.066,OMEGA_apphot_ip
2024-09-20 09:18:32,,OMEGA_cal_apphot_ip,16.142858524,0.067,OMEGA_cal_apphot_ip
2024-09-20 09:18:32,,OMEGA_apphot_ip,18.331006687,0.067,OMEGA_apphot_ip
2024-09-20 09:15:05,,OMEGA_cal_apphot_ip,16.131513322,0.034,OMEGA_cal_apphot_ip
2024-09-20 09:15:05,,OMEGA_apphot_ip,18.319417659,0.032,OMEGA_apphot_ip
2024-09-20 09:11:39,,OMEGA_cal_apphot_ip,16.128494505,0.062,OMEGA_cal_apphot_ip
2024-09-20 09:11:39,,OMEGA_apphot_ip,18.316333962,0.062,OMEGA_apphot_ip
2024-09-20 02:40:58,,OGLE_I,15.72,0.009,OGLE
2024-09-20 02:18:49,,OMEGA_cal_apphot_ip,16.151759758,0.089,OMEGA_cal_apphot_ip
2024-09-20 02:18:49,,OMEGA_apphot_ip,18.340099222,0.09,OMEGA_apphot_ip
2024-09-20 02:15:23,,OMEGA_cal_apphot_ip,16.137795855,0.07,OMEGA_cal_apphot_ip
2024-09-20 02:15:23,,OMEGA_apphot_ip,18.325835213,0.071,OMEGA_apphot_ip
2024-09-20 02:11:57,,OMEGA_apphot_ip,18.312110146,0.053,OMEGA_apphot_ip
2024-09-20 02:11:57,,OMEGA_cal_apphot_ip,16.124359555,0.054,OMEGA_cal_apphot_ip
2024-09-20 01:56:52,ATLAS,o,17.825,0.096,ATLAS
2024-09-20 01:56:52,ATLAS,o,17.224,0.08,ATLAS
2024-09-20 01:46:55,ATLAS,o,17.286,0.097,ATLAS
2024-09-20 01:46:55,ATLAS,o,17.815,0.105,ATLAS
2024-09-20 01:14:55,ATLAS,o,17.722,0.089,ATLAS
2024-09-20 01:14:55,ATLAS,o,17.184,0.081,ATLAS
2024-09-20 01:11:32,,OMEGA_cal_apphot_ip,16.126963738,0.076,OMEGA_cal_apphot_ip
2024-09-20 01:11:32,,OMEGA_apphot_ip,18.314770296,0.076,OMEGA_apphot_ip
2024-09-20 01:10:16,ATLAS,o,17.672,0.078,ATLAS
2024-09-20 01:10:16,ATLAS,o,17.219,0.093,ATLAS
2024-09-20 01:08:06,,OMEGA_cal_apphot_ip,16.126422008,0.067,OMEGA_cal_apphot_ip
2024-09-20 01:08:06,,OMEGA_apphot_ip,18.314216924,0.067,OMEGA_apphot_ip
2024-09-20 01:04:40,,OMEGA_cal_apphot_ip,16.129438492,0.063,OMEGA_cal_apphot_ip
2024-09-20 01:04:40,,OMEGA_apphot_ip,18.317298237,0.063,OMEGA_apphot_ip
2024-09-20 01:01:14,,OMEGA_apphot_ip,18.296712944,0.048,OMEGA_apphot_ip
2024-09-20 01:01:14,,OMEGA_cal_apphot_ip,16.109286302,0.049,OMEGA_cal_apphot_ip
2024-09-20 00:22:02,,OMEGA_cal_apphot_ip,16.129500024,0.051,OMEGA_cal_apphot_ip
2024-09-20 00:22:02,,OMEGA_apphot_ip,18.317361091,0.05,OMEGA_apphot_ip
2024-09-20 00:18:36,,OMEGA_apphot_ip,18.305565284,0.053,OMEGA_apphot_ip
2024-09-20 00:18:36,,OMEGA_cal_apphot_ip,16.117952393,0.054,OMEGA_cal_apphot_ip
2024-09-20 00:15:09,,OMEGA_cal_apphot_ip,16.128795136,0.051,OMEGA_cal_apphot_ip
2024-09-20 00:15:09,,OMEGA_apphot_ip,18.316641054,0.051,OMEGA_apphot_ip
2024-09-20 00:11:43,,OMEGA_cal_apphot_ip,16.126313988,0.053,OMEGA_cal_apphot_ip
2024-09-20 00:11:43,,OMEGA_apphot_ip,18.314106582,0.052,OMEGA_apphot_ip
2024-09-19 12:25:11,,OMEGA_cal_apphot_ip,16.11652795,0.076,OMEGA_cal_apphot_ip
2024-09-19 12:25:11,,OMEGA_apphot_ip,18.304110227,0.076,OMEGA_apphot_ip
2024-09-19 12:23:35,,OMEGA_apphot_ip,18.317992204,0.076,OMEGA_apphot_ip
2024-09-19 12:23:35,,OMEGA_cal_apphot_ip,16.130117858,0.076,OMEGA_cal_apphot_ip
2024-09-19 12:20:45,,OMEGA_cal_apphot_gp,17.942409449,0.091,OMEGA_cal_apphot_gp
2024-09-19 12:20:45,,OMEGA_apphot_gp,19.704035583,0.097,OMEGA_apphot_gp
2024-09-19 12:17:18,,OMEGA_apphot_gp,19.662656704,0.101,OMEGA_apphot_gp
2024-09-19 12:17:18,,OMEGA_cal_apphot_gp,17.904189549,0.095,OMEGA_cal_apphot_gp
2024-09-19 12:13:52,,OMEGA_apphot_gp,19.667432885,0.086,OMEGA_apphot_gp
2024-09-19 12:13:52,,OMEGA_cal_apphot_gp,17.908601103,0.081,OMEGA_cal_apphot_gp
2024-09-19 12:10:26,,OMEGA_cal_apphot_gp,17.881871194,0.103,OMEGA_cal_apphot_gp
2024-09-19 12:10:26,,OMEGA_apphot_gp,19.638493676,0.11,OMEGA_apphot_gp
2024-09-19 12:00:57,,OMEGA_cal_apphot_ip,16.144231496,0.053,OMEGA_cal_apphot_ip
2024-09-19 12:00:57,,OMEGA_apphot_ip,18.332409166,0.053,OMEGA_apphot_ip
2024-09-19 11:57:31,,OMEGA_apphot_ip,18.344340283,0.055,OMEGA_apphot_ip
2024-09-19 11:57:31,,OMEGA_cal_apphot_ip,16.155911589,0.056,OMEGA_cal_apphot_ip
2024-09-19 11:54:05,,OMEGA_apphot_ip,18.299240877,0.049,OMEGA_apphot_ip
2024-09-19 11:54:05,,OMEGA_cal_apphot_ip,16.111761048,0.05,OMEGA_cal_apphot_ip
2024-09-19 11:50:39,,OMEGA_cal_apphot_ip,16.141763545,0.079,OMEGA_cal_apphot_ip
2024-09-19 11:50:39,,OMEGA_apphot_ip,18.329888175,0.079,OMEGA_apphot_ip
2024-09-19 11:00:45,,OMEGA_cal_apphot_ip,16.154129034,0.07,OMEGA_cal_apphot_ip
2024-09-19 11:00:45,,OMEGA_apphot_ip,18.342519418,0.07,OMEGA_apphot_ip
2024-09-19 10:57:19,,OMEGA_apphot_ip,18.34056618,0.069,OMEGA_apphot_ip
2024-09-19 10:57:19,,OMEGA_cal_apphot_ip,16.152216891,0.069,OMEGA_cal_apphot_ip
2024-09-19 10:53:53,,OMEGA_cal_apphot_ip,16.16942583,0.071,OMEGA_cal_apphot_ip
2024-09-19 10:53:53,,OMEGA_apphot_ip,18.358144967,0.071,OMEGA_apphot_ip
2024-09-19 10:50:26,,OMEGA_apphot_ip,18.310683695,0.055,OMEGA_apphot_ip
2024-09-19 10:50:26,,OMEGA_cal_apphot_ip,16.122963116,0.056,OMEGA_cal_apphot_ip
2024-09-19 09:42:34,,OMEGA_cal_apphot_ip,16.12323485,0.039,OMEGA_cal_apphot_ip
2024-09-19 09:42:34,,OMEGA_apphot_ip,18.310961269,0.037,OMEGA_apphot_ip
2024-09-19 09:39:08,,OMEGA_apphot_ip,18.294872289,0.055,OMEGA_apphot_ip
2024-09-19 09:39:08,,OMEGA_cal_apphot_ip,16.107484374,0.056,OMEGA_cal_apphot_ip
2024-09-19 09:35:42,,OMEGA_cal_apphot_ip,16.127802061,0.051,OMEGA_cal_apphot_ip
2024-09-19 09:35:42,,OMEGA_apphot_ip,18.315626637,0.051,OMEGA_apphot_ip
2024-09-19 09:32:16,,OMEGA_cal_apphot_ip,16.124280092,0.064,OMEGA_cal_apphot_ip
2024-09-19 09:32:16,,OMEGA_apphot_ip,18.312028975,0.064,OMEGA_apphot_ip
2024-09-19 09:22:09,,OMEGA_cal_apphot_ip,16.12495711,0.084,OMEGA_cal_apphot_ip
2024-09-19 09:22:09,,OMEGA_apphot_ip,18.312720542,0.085,OMEGA_apphot_ip
2024-09-19 09:18:42,,OMEGA_apphot_ip,18.288869526,0.058,OMEGA_apphot_ip
2024-09-19 09:18:42,,OMEGA_cal_apphot_ip,16.101607905,0.058,OMEGA_cal_apphot_ip
2024-09-19 09:15:16,,OMEGA_apphot_ip,18.305678575,0.032,OMEGA_apphot_ip
2024-09-19 09:15:16,,OMEGA_cal_apphot_ip,16.118063301,0.034,OMEGA_cal_apphot_ip
2024-09-19 09:11:49,,OMEGA_cal_apphot_ip,16.11138366,0.07,OMEGA_cal_apphot_ip
2024-09-19 09:11:49,,OMEGA_apphot_ip,18.298855378,0.07,OMEGA_apphot_ip
2024-09-17 19:51:45,ATLAS,o,17.517,0.128,ATLAS
2024-09-17 19:51:45,ATLAS,o,16.947,0.092,ATLAS
2024-09-17 19:43:49,ATLAS,o,17.476,0.109,ATLAS
2024-09-17 19:43:49,ATLAS,o,16.943,0.083,ATLAS
2024-09-17 19:10:08,ATLAS,o,17.663,0.133,ATLAS
2024-09-17 19:10:08,ATLAS,o,17.002,0.096,ATLAS
2024-09-17 19:05:30,ATLAS,o,17.455,0.104,ATLAS
2024-09-17 19:05:30,ATLAS,o,16.948,0.095,ATLAS
2024-09-17 00:46:41,ATLAS,o,17.156,0.206,ATLAS
2024-09-17 00:46:41,ATLAS,o,> 17.633737418,,ATLAS
2024-09-17 00:32:18,ATLAS,o,> 17.217447732,,ATLAS
2024-09-17 00:32:18,ATLAS,o,> 17.303776857,,ATLAS
2024-09-17 00:22:00,ATLAS,o,17.278,0.197,ATLAS
2024-09-17 00:22:00,ATLAS,o,17.836,0.31,ATLAS
2024-09-17 00:17:21,ATLAS,o,17.34,0.185,ATLAS
2024-09-17 00:17:21,ATLAS,o,17.636,0.177,ATLAS
2024-09-16 17:52:28,,OMEGA_cal_apphot_ip,16.091493043,0.086,OMEGA_cal_apphot_ip
2024-09-16 17:52:28,,OMEGA_apphot_ip,18.27853728,0.087,OMEGA_apphot_ip
2024-09-16 17:38:12,,OMEGA_cal_apphot_ip,16.158197734,0.064,OMEGA_cal_apphot_ip
2024-09-16 17:38:12,,OMEGA_apphot_ip,18.346675561,0.064,OMEGA_apphot_ip
2024-09-16 17:34:44,,OMEGA_apphot_ip,18.315292878,0.076,OMEGA_apphot_ip
2024-09-16 17:34:44,,OMEGA_cal_apphot_ip,16.127475325,0.076,OMEGA_cal_apphot_ip
2024-09-16 17:31:16,,OMEGA_cal_apphot_ip,16.148671866,0.105,OMEGA_cal_apphot_ip
2024-09-16 17:31:16,,OMEGA_apphot_ip,18.336944967,0.106,OMEGA_apphot_ip
2024-09-16 17:27:48,,OMEGA_apphot_ip,18.332314291,0.122,OMEGA_apphot_ip
2024-09-16 17:27:48,,OMEGA_cal_apphot_ip,16.144138617,0.12,OMEGA_cal_apphot_ip
2024-09-16 09:58:04,,OMEGA_cal_apphot_ip,16.107297097,0.039,OMEGA_cal_apphot_ip
2024-09-16 09:58:04,,OMEGA_apphot_ip,18.294680988,0.038,OMEGA_apphot_ip
2024-09-16 09:54:39,,OMEGA_cal_apphot_ip,16.115926595,0.094,OMEGA_cal_apphot_ip
2024-09-16 09:54:39,,OMEGA_apphot_ip,18.303495948,0.095,OMEGA_apphot_ip
2024-09-16 09:51:13,,OMEGA_apphot_ip,18.313447551,0.124,OMEGA_apphot_ip
2024-09-16 09:51:13,,OMEGA_cal_apphot_ip,16.125668822,0.122,OMEGA_cal_apphot_ip
2024-09-16 09:47:47,,OMEGA_apphot_ip,18.296396208,0.076,OMEGA_apphot_ip
2024-09-16 09:47:47,,OMEGA_cal_apphot_ip,16.10897623,0.075,OMEGA_cal_apphot_ip
2024-09-16 09:28:04,,OMEGA_cal_apphot_ip,16.09436724,0.062,OMEGA_cal_apphot_ip
2024-09-16 09:28:04,,OMEGA_apphot_ip,18.281473248,0.062,OMEGA_apphot_ip
2024-09-16 09:24:37,,OMEGA_cal_apphot_ip,16.097970654,0.054,OMEGA_cal_apphot_ip
2024-09-16 09:24:37,,OMEGA_apphot_ip,18.285154105,0.054,OMEGA_apphot_ip
2024-09-16 09:21:11,,OMEGA_cal_apphot_ip,16.099544762,0.091,OMEGA_cal_apphot_ip
2024-09-16 09:21:11,,OMEGA_apphot_ip,18.286762043,0.092,OMEGA_apphot_ip
2024-09-16 09:17:45,,OMEGA_apphot_ip,18.306509744,0.078,OMEGA_apphot_ip
2024-09-16 09:17:45,,OMEGA_cal_apphot_ip,16.118876982,0.078,OMEGA_cal_apphot_ip
2024-09-16 09:01:55,,OMEGA_apphot_ip,18.293722906,0.07,OMEGA_apphot_ip
2024-09-16 09:01:55,,OMEGA_cal_apphot_ip,16.106359173,0.07,OMEGA_cal_apphot_ip
2024-09-16 08:58:28,,OMEGA_cal_apphot_ip,16.108543233,0.064,OMEGA_cal_apphot_ip
2024-09-16 08:58:28,,OMEGA_apphot_ip,18.295953905,0.064,OMEGA_apphot_ip
2024-09-16 08:55:02,,OMEGA_apphot_ip,18.286260077,0.095,OMEGA_apphot_ip
2024-09-16 08:55:02,,OMEGA_cal_apphot_ip,16.099053357,0.094,OMEGA_cal_apphot_ip
2024-09-16 08:51:36,,OMEGA_apphot_ip,18.296108563,0.066,OMEGA_apphot_ip
2024-09-16 08:51:36,,OMEGA_cal_apphot_ip,16.108694637,0.066,OMEGA_cal_apphot_ip
2024-09-16 03:16:03,,OGLE_I,15.713,0.011,OGLE
2024-09-16 01:22:45,ATLAS,o,17.815,0.102,ATLAS
2024-09-16 01:22:45,ATLAS,o,17.38,0.117,ATLAS
2024-09-16 01:06:34,ATLAS,o,17.357,0.108,ATLAS
2024-09-16 01:06:34,ATLAS,o,17.691,0.08,ATLAS
2024-09-16 01:03:50,ATLAS,o,17.736,0.09,ATLAS
2024-09-16 01:03:50,ATLAS,o,17.153,0.102,ATLAS
2024-09-16 01:01:41,,OMEGA_apphot_ip,18.282377675,0.074,OMEGA_apphot_ip
2024-09-16 01:01:41,,OMEGA_cal_apphot_ip,16.095252639,0.074,OMEGA_cal_apphot_ip
2024-09-16 00:58:29,ATLAS,o,17.776,0.104,ATLAS
2024-09-16 00:58:29,ATLAS,o,17.407,0.099,ATLAS
2024-09-16 00:58:15,,OMEGA_apphot_ip,18.309314896,0.087,OMEGA_apphot_ip
2024-09-16 00:58:15,,OMEGA_cal_apphot_ip,16.121623116,0.086,OMEGA_cal_apphot_ip
2024-09-16 00:54:48,,OMEGA_apphot_ip,18.292291122,0.065,OMEGA_apphot_ip
2024-09-16 00:54:48,,OMEGA_cal_apphot_ip,16.104957513,0.065,OMEGA_cal_apphot_ip
2024-09-16 00:54:26,ATLAS,o,17.59,0.076,ATLAS
2024-09-16 00:54:26,ATLAS,o,17.266,0.096,ATLAS
2024-09-16 00:51:21,,OMEGA_cal_apphot_ip,16.113895035,0.068,OMEGA_cal_apphot_ip
2024-09-16 00:51:21,,OMEGA_apphot_ip,18.301420727,0.068,OMEGA_apphot_ip
2024-09-16 00:49:08,ATLAS,o,17.223,0.069,ATLAS
2024-09-16 00:49:08,ATLAS,o,16.74,0.069,ATLAS
2024-09-16 00:40:26,ATLAS,o,17.651,0.081,ATLAS
2024-09-16 00:40:26,ATLAS,o,17.091,0.08,ATLAS
2024-09-16 00:36:19,,OMEGA_apphot_ip,18.294973083,0.066,OMEGA_apphot_ip
2024-09-16 00:36:19,,OMEGA_cal_apphot_ip,16.107583047,0.066,OMEGA_cal_apphot_ip
2024-09-16 00:35:49,ATLAS,o,16.76,0.078,ATLAS
2024-09-16 00:35:49,ATLAS,o,17.289,0.102,ATLAS
2024-09-16 00:32:53,,OMEGA_cal_apphot_ip,16.10654874,0.091,OMEGA_cal_apphot_ip
2024-09-16 00:32:53,,OMEGA_apphot_ip,18.293916547,0.092,OMEGA_apphot_ip
2024-09-16 00:29:27,,OMEGA_apphot_ip,18.278220525,0.047,OMEGA_apphot_ip
2024-09-16 00:29:27,,OMEGA_cal_apphot_ip,16.091182953,0.048,OMEGA_cal_apphot_ip
2024-09-16 00:26:00,,OMEGA_apphot_ip,18.270518948,0.069,OMEGA_apphot_ip
2024-09-16 00:26:00,,OMEGA_cal_apphot_ip,16.083643412,0.068,OMEGA_cal_apphot_ip
2024-09-15 23:57:44,,OMEGA_cal_apphot_ip,16.118189638,0.036,OMEGA_cal_apphot_ip
2024-09-15 23:57:44,,OMEGA_apphot_ip,18.305807627,0.035,OMEGA_apphot_ip
2024-09-15 23:54:17,,OMEGA_cal_apphot_ip,16.086591932,0.062,OMEGA_cal_apphot_ip
2024-09-15 23:54:17,,OMEGA_apphot_ip,18.273530836,0.062,OMEGA_apphot_ip
2024-09-15 23:50:51,,OMEGA_apphot_ip,18.302040062,0.05,OMEGA_apphot_ip
2024-09-15 23:50:51,,OMEGA_cal_apphot_ip,16.114501341,0.051,OMEGA_cal_apphot_ip
2024-09-15 23:47:25,,OMEGA_apphot_ip,18.293873628,0.052,OMEGA_apphot_ip
2024-09-15 23:47:25,,OMEGA_cal_apphot_ip,16.106506724,0.052,OMEGA_cal_apphot_ip
2024-09-15 23:41:03,,OMEGA_cal_apphot_ip,16.103747632,0.057,OMEGA_cal_apphot_ip
2024-09-15 23:41:03,,OMEGA_apphot_ip,18.291055239,0.056,OMEGA_apphot_ip
2024-09-15 23:37:37,,OMEGA_cal_apphot_ip,16.112048833,0.063,OMEGA_cal_apphot_ip
2024-09-15 23:37:37,,OMEGA_apphot_ip,18.299534847,0.063,OMEGA_apphot_ip
2024-09-15 23:34:11,,OMEGA_apphot_ip,18.302451759,0.052,OMEGA_apphot_ip
2024-09-15 23:34:11,,OMEGA_cal_apphot_ip,16.114904375,0.053,OMEGA_cal_apphot_ip
2024-09-15 23:30:44,,OMEGA_apphot_ip,18.259220034,0.085,OMEGA_apphot_ip
2024-09-15 23:30:44,,OMEGA_cal_apphot_ip,16.072582221,0.084,OMEGA_cal_apphot_ip
2024-09-15 09:01:35,,OMEGA_cal_apphot_ip,16.071561156,0.051,OMEGA_cal_apphot_ip
2024-09-15 09:01:35,,OMEGA_apphot_ip,18.258177025,0.05,OMEGA_apphot_ip
2024-09-15 08:58:09,,OMEGA_apphot_ip,18.299258004,0.088,OMEGA_apphot_ip
2024-09-15 08:58:09,,OMEGA_cal_apphot_ip,16.111777816,0.087,OMEGA_cal_apphot_ip
2024-09-15 08:54:43,,OMEGA_cal_apphot_ip,16.098222208,0.063,OMEGA_cal_apphot_ip
2024-09-15 08:54:43,,OMEGA_apphot_ip,18.285411065,0.063,OMEGA_apphot_ip
2024-09-15 08:51:17,,OMEGA_apphot_ip,18.281227007,0.069,OMEGA_apphot_ip
2024-09-15 08:51:17,,OMEGA_cal_apphot_ip,16.09412618,0.069,OMEGA_cal_apphot_ip
2024-09-15 03:34:11,ATLAS,o,17.568,0.098,ATLAS
2024-09-15 03:34:11,ATLAS,o,17.24,0.099,ATLAS
2024-09-15 03:12:36,ATLAS,o,17.92,0.139,ATLAS
2024-09-15 03:12:36,ATLAS,o,17.321,0.114,ATLAS
2024-09-15 02:46:19,ATLAS,o,17.687,0.078,ATLAS
2024-09-15 02:46:19,ATLAS,o,17.31,0.104,ATLAS
2024-09-15 02:45:40,ATLAS,o,17.446,0.111,ATLAS
2024-09-15 02:45:40,ATLAS,o,16.869,0.075,ATLAS
2024-09-15 02:28:19,,OMEGA_cal_apphot_ip,16.079772702,0.086,OMEGA_cal_apphot_ip
2024-09-15 02:28:19,,OMEGA_apphot_ip,18.266565049,0.086,OMEGA_apphot_ip
2024-09-15 02:24:53,,OMEGA_cal_apphot_ip,16.105372745,0.06,OMEGA_cal_apphot_ip
2024-09-15 02:24:53,,OMEGA_apphot_ip,18.292715279,0.06,OMEGA_apphot_ip
2024-09-15 02:21:26,,OMEGA_apphot_ip,18.289568645,0.071,OMEGA_apphot_ip
2024-09-15 02:21:26,,OMEGA_cal_apphot_ip,16.102292315,0.071,OMEGA_cal_apphot_ip
2024-09-15 02:20:04,ATLAS,o,16.982,0.087,ATLAS
2024-09-15 02:20:04,ATLAS,o,17.546,0.1,ATLAS
2024-09-15 02:18:00,,OMEGA_cal_apphot_ip,16.102943785,0.059,OMEGA_cal_apphot_ip
2024-09-15 02:18:00,,OMEGA_apphot_ip,18.290234116,0.059,OMEGA_apphot_ip
2024-09-15 02:16:43,ATLAS,o,17.485,0.085,ATLAS
2024-09-15 02:16:43,ATLAS,o,17.143,0.088,ATLAS
2024-09-15 02:15:24,ATLAS,o,17.38,0.096,ATLAS
2024-09-15 02:15:24,ATLAS,o,16.9,0.08,ATLAS
2024-09-15 01:58:11,,OMEGA_cal_apphot_ip,16.128225961,0.068,OMEGA_cal_apphot_ip
2024-09-15 01:58:11,,OMEGA_apphot_ip,18.316059646,0.068,OMEGA_apphot_ip
2024-09-15 01:54:45,,OMEGA_apphot_ip,18.257524572,0.102,OMEGA_apphot_ip
2024-09-15 01:54:45,,OMEGA_cal_apphot_ip,16.070922431,0.101,OMEGA_cal_apphot_ip
2024-09-15 01:51:19,,OMEGA_apphot_ip,18.306719893,0.102,OMEGA_apphot_ip
2024-09-15 01:51:19,,OMEGA_cal_apphot_ip,16.119082711,0.1,OMEGA_cal_apphot_ip
2024-09-15 01:47:52,,OMEGA_apphot_ip,18.278709079,0.063,OMEGA_apphot_ip
2024-09-15 01:47:52,,OMEGA_cal_apphot_ip,16.091661228,0.063,OMEGA_cal_apphot_ip
2024-09-15 01:43:31,ATLAS,o,17.547,0.102,ATLAS
2024-09-15 01:43:31,ATLAS,o,16.922,0.091,ATLAS
2024-09-15 01:28:13,,OMEGA_apphot_ip,18.287035318,0.061,OMEGA_apphot_ip
2024-09-15 01:28:13,,OMEGA_cal_apphot_ip,16.099812288,0.061,OMEGA_cal_apphot_ip
2024-09-15 01:24:45,,OMEGA_apphot_ip,18.282141467,0.057,OMEGA_apphot_ip
2024-09-15 01:24:45,,OMEGA_cal_apphot_ip,16.0950214,0.057,OMEGA_cal_apphot_ip
2024-09-15 01:21:18,,OMEGA_apphot_ip,18.275987801,0.105,OMEGA_apphot_ip
