I,INSTRUME,I_err,I_inst,I_inst_err,SNR,TELESCOP,V,V_err,V_inst,V_inst_err,aperature_correction,aperature_correction_err,beta,fname,fwhm,fwhm_err,instrument,lmag_inject,lmag_prob,method,mjd,pixel_offset,subtraction,target_fwhm,telescope,time,time_taken,xpix,ypix,zp_I,zp_I_err,zp_V,zp_V_err
,INSTRUME,,,,2.5011798800045693,HSH,[18.18316909],0.5615914708845837,[-2.15080207],0.5604735263445333,-0.0293257206195471,0.0666316955503093,0.0225513541535297,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/OGLE-2024-BLG-0034_v_comb/OGLE-2024-BLG-0034_v_comb_APT.fits,7.431983668962053,0.2437111630308805,Direct CCD,17.024213925072544,[17.82131537],psf,60384.348723,1.714043134411485,False,7.357314243693931,CASLEO HSH + Direct CCD,2026-02-05 20:46:46.220433,47.5,396.2775811476565,541.8828337660825,,,20.333971153288008,0.0354176006702034
[16.41296702],INSTRUME,0.2614660741407412,[-3.77036837],0.2565131207558717,5.570680336488912,HSH,,,,,-0.050327221737183,0.0590150190885966,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/OGLE-2024-BLG-0034_i_comb/OGLE-2024-BLG-0034_i_comb_APT.fits,7.208603521520129,0.3891660297612569,Direct CCD,,,psf,60384.352369,0.5505025833904382,False,7.11167856240147,CASLEO HSH + Direct CCD,2026-02-05 20:47:22.464809,35.9,393.4740362310986,539.6090399234546,20.183335390143107,0.0506510296702367,,
,INSTRUME,,,,2.5011798800045693,HSH,[18.18316909],0.5615914708845837,[-2.15080207],0.5604735263445333,-0.0293257206195471,0.0666316955503093,0.0225513541535297,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/OGLE-2024-BLG-0034_v_comb/OGLE-2024-BLG-0034_v_comb_APT.fits,7.431983668962053,0.2437111630308805,Direct CCD,17.024213925072544,[17.82131537],psf,60384.348723,1.714043134411485,False,7.357314243693931,CASLEO HSH + Direct CCD,2026-02-05 20:46:46.220433,47.5,396.2775811476565,541.8828337660825,,,20.333971153288008,0.0354176006702034
[16.41296702],INSTRUME,0.2614660741407412,[-3.77036837],0.2565131207558717,5.570680336488912,HSH,,,,,-0.050327221737183,0.0590150190885966,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/OGLE-2024-BLG-0034_i_comb/OGLE-2024-BLG-0034_i_comb_APT.fits,7.208603521520129,0.3891660297612569,Direct CCD,,,psf,60384.352369,0.5505025833904382,False,7.11167856240147,CASLEO HSH + Direct CCD,2026-02-05 20:47:22.464809,35.9,393.4740362310986,539.6090399234546,20.183335390143107,0.0506510296702367,,
,INSTRUME,,,,2.5011798800045693,HSH,[18.18316909],0.5416083273175035,[-2.15080207],0.5404490482759962,-0.0293250833313581,0.0666278335269887,0.0225513541535297,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/OGLE-2024-BLG-0034_v_comb/OGLE-2024-BLG-0034_v_comb_APT.fits,7.431983668962053,0.2437111630308805,Direct CCD,16.857919022305087,[17.90139728],psf,60384.348723,1.714043134411485,False,7.357314243693931,CASLEO HSH + Direct CCD,2026-02-05 21:24:05.031853,55.3,396.2775811476565,541.8828337660825,,,20.333971153288008,0.0354176006702034
[16.41296702],INSTRUME,0.2656491203602662,[-3.77036837],0.2607756283503656,5.570680336488912,HSH,,,,,-0.0503271970601832,0.059013956212064,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/OGLE-2024-BLG-0034_i_comb/OGLE-2024-BLG-0034_i_comb_APT.fits,7.208603521520129,0.3891660297612569,Direct CCD,,,psf,60384.352369,0.5505025833904382,False,7.11167856240147,CASLEO HSH + Direct CCD,2026-02-05 21:24:38.683276,33.3,393.4740362310986,539.6090399234546,20.183335390143107,0.0506510296702367,,
,INSTRUME,,,,2.5011798800045693,HSH,[18.18316909],0.5613759699265862,[-2.15080207],0.5602575953735758,-0.0293249582670868,0.0666277551397361,0.0225513541535297,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/OGLE-2024-BLG-0034_v_comb/OGLE-2024-BLG-0034_v_comb_APT.fits,7.431983668962053,0.2437111630308805,Direct CCD,16.905391220792417,[17.80394195],psf,60384.348723,1.714043134411485,False,7.357314243693931,CASLEO HSH + Direct CCD,2026-02-05 21:39:39.132281,40.3,396.2775811476565,541.8828337660825,,,20.333971153288008,0.0354176006702034
[16.41296702],INSTRUME,0.2578379718770157,[-3.77036837],0.2528139492492404,5.570680336488912,HSH,,,,,-0.0503273882802866,0.0590088669827277,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/OGLE-2024-BLG-0034_i_comb/OGLE-2024-BLG-0034_i_comb_APT.fits,7.208603521520129,0.3891660297612569,Direct CCD,,,psf,60384.352369,0.5505025833904382,False,7.11167856240147,CASLEO HSH + Direct CCD,2026-02-05 21:40:11.958954,32.5,393.4740362310986,539.6090399234546,20.183335390143107,0.0506510296702367,,
[16.56108137],INSTRUME,0.3375237294113944,[-3.65733095],0.3339610653543386,5.15067819058901,HSH,,,,,-0.0442792082735484,0.0642887759405293,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/FBobj7i0006_wcs/FBobj7i0006_wcs_APT.fits,7.076131155299668,0.3287964243447374,Direct CCD,,,psf,60384.359688,1.052904147130725,False,7.000657986233128,CASLEO HSH + Direct CCD,2026-02-05 21:49:47.994689,28.5,385.6796148498671,536.0341419492777,20.218412325644813,0.0489108857328444,,
,INSTRUME,,,,1.274075712225789,HSH,[18.77039413],1.0800365226548518,[-1.54562515],1.0792138827086424,-0.0178377414701092,0.0611150055696133,0.0037075839298215,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/FBobj7v0003_wcs/FBobj7v0003_wcs_APT.fits,8.348994127046664,0.2705342279506861,Direct CCD,17.03854424992778,[17.48781961],psf,60384.348715,0.4865675698107069,False,8.261373305400008,CASLEO HSH + Direct CCD,2026-02-05 21:50:48.174563,59.9,397.5140699892309,542.082823874055,,,20.316019275710573,0.0421460038119984
[16.17014395],INSTRUME,0.2693255235292268,[-4.0337021],0.2645208913620253,6.700223911637536,HSH,,,,,-0.0405760628290681,0.0533427749579296,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/FBobj7i0004_wcs/FBobj7i0004_wcs_APT.fits,7.660446635424719,0.3078681869834492,Direct CCD,,,psf,60384.352338,0.7855725754210071,False,7.574087718047408,CASLEO HSH + Direct CCD,2026-02-05 21:51:28.872237,40.3,393.1696116369676,540.1661172356389,20.20384604607657,0.0506451938226295,,
,INSTRUME,,,,2.5011798800045693,HSH,[18.18316909],0.5466085532472715,[-2.15080207],0.5454599014096648,-0.029324594947058,0.0666265929061289,0.0225513541535297,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/OGLE-2024-BLG-0034_v_comb/OGLE-2024-BLG-0034_v_comb_APT.fits,7.431983668962053,0.2437111630308805,Direct CCD,17.0986863355578,[17.94651242],psf,60384.348723,1.714043134411485,False,7.357314243693931,CASLEO HSH + Direct CCD,2026-02-05 21:52:14.865425,45.7,396.2775811476565,541.8828337660825,,,20.333971153288008,0.0354176006702034
[16.33323412],INSTRUME,0.2864603770363498,[-3.85814254],0.2829656417499265,6.567590538848508,HSH,,,,,-0.0453592747906407,0.0759264366360778,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/FBobj7i0002_wcs/FBobj7i0002_wcs_APT.fits,6.561865464571985,0.3891585214469786,Direct CCD,,,psf,60384.345081,0.5180030679653705,False,6.484347339026357,CASLEO HSH + Direct CCD,2026-02-05 21:52:46.698416,31.5,405.014954545198,543.2355243460344,20.19137665240281,0.0446093398388712,,
,INSTRUME,,,,3.1434178069451923,HSH,[18.01754179],0.5023992847145636,[-2.29111272],0.5006760923902677,-0.0357904076594659,0.0728194456699506,0.0142189275659515,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/FBobj7v0001_wcs/FBobj7v0001_wcs_APT.fits,6.748083862737765,0.1866912132530535,Direct CCD,17.02913032438596,[17.62333322],psf,60384.34147,1.4008752323966351,False,6.712788372778845,CASLEO HSH + Direct CCD,2026-02-05 21:53:38.797042,51.6,409.4033400497907,543.3217342619753,,,20.30865451160384,0.0415751342814114
[16.41296702],INSTRUME,0.2647114286334409,[-3.77036837],0.2598203487845055,5.570680336488912,HSH,,,,,-0.0503275208463177,0.0590099402862352,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/OGLE-2024-BLG-0034_i_comb/OGLE-2024-BLG-0034_i_comb_APT.fits,7.208603521520129,0.3891660297612569,Direct CCD,,,psf,60384.352369,0.5505025833904382,False,7.11167856240147,CASLEO HSH + Direct CCD,2026-02-05 21:54:13.857316,34.8,393.4740362310986,539.6090399234546,20.183335390143107,0.0506510296702367,,
,INSTRUME,,,,2.8211075645501853,HSH,[18.05003457],0.5671163635228323,[-2.26840384],0.5659592283533038,-0.0345427643016142,0.0793874446100418,0.0125541146854267,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240314/OGLE-2024-BLG-0034/phot_REDUCED/FBobj7v0005_wcs/FBobj7v0005_wcs_APT.fits,7.324876795569817,0.2295757145543337,Direct CCD,17.004090823030275,[17.54756908],psf,60384.355984,2.05494560108483,False,7.238849753907167,CASLEO HSH + Direct CCD,2026-02-05 21:55:20.919079,66.8,388.77354973795536,539.4333123135727,,,20.318438411686973,0.0362094133768318
,INSTRUME,,,,4.814602106691077,HSH,[17.35383317],0.3661306558256315,[-2.99966893],0.3634544905978046,-0.0300021875716865,0.0566766545014045,0.0408766296611584,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/FBobj6v0015_wcs/FBobj6v0015_wcs_APT.fits,7.230400909101515,0.3455272882135343,Direct CCD,17.047556919796325,[17.29393373],psf,60389.35287,4.179839519579756,False,7.1343674250545694,HSH+Direct CCD,2026-02-05 22:55:01.973558,51.0,462.0975497023966,425.6849117370707,,,20.353502100523023,0.0441869935568978
,INSTRUME,,,,2.9224328636753145,HSH,[17.91307152],0.5596114516117711,[-2.44893047],0.5581994101792638,-0.0181045580800812,0.0490626389570181,0.0130433859422182,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/FBobj6v0019_wcs/FBobj6v0019_wcs_APT.fits,7.225261954102136,0.2631905249680912,Direct CCD,17.21345006677709,[17.16997181],psf,60389.361852,2.5927060324735343,False,7.127485566110897,HSH+Direct CCD,2026-02-05 22:55:44.771906,42.5,461.7632086253189,426.9087159382409,,,20.3620019879086,0.0397290227737294
[16.34345613],INSTRUME,0.3187809495200843,[-3.90088077],0.3150219778062429,5.580067236666485,HSH,,,,,-0.0356088978078169,0.0612505950702862,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/FBobj6i0020_wcs/FBobj6i0020_wcs_APT.fits,6.647118023303869,0.2917310720141891,Direct CCD,,,psf,60389.364074,1.2480877038744682,False,6.56231843955325,HSH+Direct CCD,2026-02-05 22:56:22.489584,37.4,453.5157953081707,423.1261061031402,20.244336902145697,0.0488103193594294,,
,INSTRUME,,,,3.225940782652531,HSH,[17.88340041],0.5133298709609858,[-2.47420326],0.5112895142927016,-0.0258738156354005,0.0571952902673807,0.0163019980807841,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/FBobj6v0023_wcs/FBobj6v0023_wcs_APT.fits,6.710448363244037,0.2759025132871263,Direct CCD,16.80246096937887,[17.39666387],psf,60389.370822,0.2252032141632455,False,6.623832403362195,HSH+Direct CCD,2026-02-05 22:57:00.715831,37.9,451.0552686162693,421.6957360125247,,,20.3576036731805,0.0457229591688415
,INSTRUME,,,,3.633768196754589,HSH,[17.62213708],0.3735085880984589,[-2.7196192],0.3714723206504366,-0.0226816210330925,0.042107681390891,0.2382183398502405,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/OGLE-2024-BLG-0034_v_comb/OGLE-2024-BLG-0034_v_comb_APT.fits,7.433057138294624,0.3274980761137571,Direct CCD,18.03423740220003,[18.09220842],psf,60389.35735785713,1.5806784874349185,False,7.307688871473569,HSH+Direct CCD,2026-02-05 22:58:00.390667,59.3,461.9433251393074,424.9221887789992,,,20.34175627582233,0.0389484322390956
,INSTRUME,,,,2.80256988223846,HSH,[17.97107184],0.5903263288434412,[-2.3990262],0.5884726224356576,-0.0240515706211101,0.045167880056512,0.0114875844333394,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/FBobj6v0017_wcs/FBobj6v0017_wcs_APT.fits,7.193055593792046,0.3203909062940557,Direct CCD,17.030570574500043,[17.27694739],psf,60389.357361,1.172047746029843,False,7.09662111754704,HSH+Direct CCD,2026-02-05 22:58:49.809950,49.0,462.8885483081223,426.1033665902025,,,20.37009803716005,0.0467455577512413
[15.98629625],INSTRUME,0.2268113912190341,[-4.23622603],0.2223778369148257,7.797039649705513,HSH,,,,,-0.0397654175826691,0.0553963684988468,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/FBobj6i0018_wcs/FBobj6i0018_wcs_APT.fits,6.513225782365208,0.2813105606537219,Direct CCD,,,psf,60389.359595,0.8180124664642675,False,6.427902552958112,HSH+Direct CCD,2026-02-05 22:59:28.694526,38.6,462.88133894601015,424.551877493008,20.2225222767543,0.0446262796544471,,
[16.09200578],INSTRUME,0.3186456885384638,[-4.13482545],0.3135149153126984,5.61265201089748,HSH,,,,,-0.0455532534107687,0.084455777825679,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/FBobj6i0014_wcs/FBobj6i0014_wcs_APT.fits,8.00309021504788,0.3033162615609373,Direct CCD,,,psf,60389.350613,1.2340388894686394,False,7.895113338744581,HSH+Direct CCD,2026-02-05 23:00:08.609726,39.6,473.3200104358143,428.23509623783247,20.226831228335936,0.0569514942791082,,
[16.07654107],INSTRUME,0.2303255006831661,[-4.12736783],0.2270131321694039,7.741369653549916,HSH,,,,,-0.0369866016226854,0.0528188840866039,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/FBobj6i0022_wcs/FBobj6i0022_wcs_APT.fits,5.949064645329582,0.279470843529627,Direct CCD,,,psf,60389.368565,0.2588882104568083,False,5.870696503193406,HSH+Direct CCD,2026-02-05 23:00:38.703709,29.8,452.6165857806752,422.7903291783084,20.203908904551646,0.0389213834233562,,
,INSTRUME,,,,4.069226524059412,HSH,[17.46141004],0.4388300161922602,[-2.86687186],0.4368984889220432,-0.0198430231731026,0.0409740793810172,0.0244666216136005,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/FBobj6v0013_wcs/FBobj6v0013_wcs_APT.fits,7.549853004833091,0.3360897395342993,Direct CCD,17.252100456016496,[17.29557872],psf,60389.34838,3.5163447946641715,False,7.496135599810706,HSH+Direct CCD,2026-02-05 23:01:36.304483,57.3,471.3259025632103,427.01173514696336,,,20.32828190427745,0.0411277702888771
[16.07436574],INSTRUME,0.2146258339150124,[-4.09484761],0.2109676051230511,6.26472349887357,HSH,,,,,-0.0418365369623198,0.0538386187412585,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/OGLE-2024-BLG-0034_i_comb/OGLE-2024-BLG-0034_i_comb_APT.fits,7.028892398561109,0.2953574923900643,Direct CCD,,,psf,60389.35959,0.0597402028968828,False,6.9590242873949615,HSH+Direct CCD,2026-02-05 23:02:18.167600,41.5,462.29578577609806,425.0995663013583,20.169213355067388,0.0394578024268822,,
,INSTRUME,,,,3.2822023223405274,HSH,[17.58592971],0.5168797863633605,[-2.74355353],0.5146882489289445,-0.0263775646058528,0.0746075074780322,0.0128772846415809,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/FBobj6v0011_wcs/FBobj6v0011_wcs_APT.fits,8.351146338529428,0.3756093919699821,Direct CCD,17.201588088377214,[17.24506635],psf,60389.343889,9.83989180189659,False,8.265718053277132,HSH+Direct CCD,2026-02-05 23:03:13.827514,55.3,465.9531395461244,426.3503511872479,,,20.329483237846286,0.047547028986994
[15.98471983],INSTRUME,0.2462907954365327,[-4.24051425],0.2404299278543616,7.17130637485793,HSH,,,,,-0.0346992112364212,0.05905507847721,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/FBobj6i0024_wcs/FBobj6i0024_wcs_APT.fits,7.070027361784324,0.3002815112804478,Direct CCD,,,psf,60389.373056,1.6024165938257342,False,6.982477471803233,HSH+Direct CCD,2026-02-05 23:03:51.476530,37.3,448.3170642348636,422.157563306183,20.225234079224293,0.0534097903825366,,
,INSTRUME,,,,3.401770061138158,HSH,[17.52641705],0.4931747295623668,[-2.81856755],0.4910317261141947,-0.0061759472357462,0.076559261463346,0.013060433363818,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/FBobj6v0021_wcs/FBobj6v0021_wcs_APT.fits,8.736499256787072,0.3728821833533061,Direct CCD,16.542305449440214,[17.13650835],psf,60389.366331,1.7782623794957102,False,8.634561827385955,HSH+Direct CCD,2026-02-05 23:04:41.148902,49.3,450.9210329990216,422.45017792934925,,,20.34498459830104,0.0459255683495379
[15.12299302],INSTRUME,0.1934122972832702,[-5.14398083],0.082998105359771,12.587827423437204,HSH,,,,,-0.023967625472831,0.125006547462803,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/FBobj6i0016_wcs/FBobj6i0016_wcs_APT.fits,9.23024139880025,0.883967466981487,Direct CCD,,,ap,60389.355104,0.0,False,9.017186089187108,HSH+Direct CCD,2026-02-05 23:04:54.970200,13.5,463.4632864162065,426.4816463177139,20.290941477790994,0.1220368564758631,,
[16.18780979],INSTRUME,0.3038454708229376,[-4.04903671],0.2992341123512178,5.88281060018654,HSH,,,,,-0.0323423387011156,0.067984162798185,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20240319/OGLE-2024-BLG-0034/phot_REDUCED/FBobj6i0012_wcs/FBobj6i0012_wcs_APT.fits,6.951837734378112,0.2977218212340429,Direct CCD,,,psf,60389.346123,0.6844600308032015,False,6.872871699823869,HSH+Direct CCD,2026-02-05 23:05:33.090383,37.9,472.9573442485932,428.5589469443561,20.23684650758653,0.0527353405695976,,
,INSTRUME,,,,3.2170421157568847,HSH,[17.69921965],0.5457963000147376,[-2.96863851],0.5447555301561888,-0.0377821906547839,0.0318594518495666,0.0933622818706458,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0020_wcs/FBOGLE-2024-BLG-0034v0020_wcs_APT.fits,4.091333927379085,0.4933314453189715,Direct CCD,17.501250856168262,[17.25487404],psf,60832.179803,0.5381852267869118,False,4.000717580584838,CASLEO HSH + Direct CCD,2026-02-13 15:04:19.004210,38.9,599.230126828912,477.2719655906444,,,20.667858155766545,0.0336899610273901
[16.37932045],INSTRUME,0.29400931508881,[-4.08540493],0.2929391851499817,5.844292835411045,HSH,,,,,-0.052181866435554,0.0323511439418058,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0023_wcs/FBOGLE-2024-BLG-0034i0023_wcs_APT.fits,3.9740746398787534,0.1916397317196995,Direct CCD,,,psf,60832.136319,0.3151855089654184,False,3.938688653092085,CASLEO HSH + Direct CCD,2026-02-13 15:04:42.810337,23.5,594.7716092373181,511.5459211209908,20.46472538479755,0.0250621460105852,,
,INSTRUME,,,,1.235998981156648,HSH,[18.8122517],1.143527057905506,[-1.82832459],1.1428687193550182,-0.0428612091158701,0.0277188297502157,0.0117303168979053,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0027_wcs/FBOGLE-2024-BLG-0034v0027_wcs_APT.fits,3.680199632855664,0.4705616355740873,Direct CCD,17.834562825253542,[17.58818601],psf,60832.187743,0.4561441693143672,False,3.612707455724794,CASLEO HSH + Direct CCD,2026-02-13 15:05:18.996406,35.9,585.8258890672479,478.4836347157103,,,20.64057629059444,0.0387971968297025
,INSTRUME,,,,1.641889540973683,HSH,[18.13854328],0.9327488800870368,[-2.22459372],0.9321091554554544,-0.0459847878488103,0.0250469658221383,0.0213344542168121,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0018_wcs/FBOGLE-2024-BLG-0034v0018_wcs_APT.fits,3.6050875286035584,0.1384100512779415,Direct CCD,17.263887532211033,[17.11896],psf,60832.177535,0.9810533725944566,False,3.5882858565056046,CASLEO HSH + Direct CCD,2026-02-13 15:06:01.736250,42.4,598.8493291061451,477.8377733582588,,,20.363137005321367,0.0345397686694726
,INSTRUME,,,,2.1173645769430607,HSH,[17.77751711],0.7632988515695395,[-2.73895838],0.762243222151444,-0.060022472015509,0.0323241004978388,0.0161983452880544,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0007_wcs/FBOGLE-2024-BLG-0034v0007_wcs_APT.fits,4.691558733300588,0.2265905002985808,Direct CCD,17.46877423877072,[17.12094815],psf,60832.165046,1.7633544893420765,False,4.659625847457225,CASLEO HSH + Direct CCD,2026-02-13 15:06:38.859412,36.8,614.05003023052,477.4947320696712,,,20.516475493260195,0.0401298777915173
,INSTRUME,,,,5.1261315202752025,HSH,[17.66718459],0.3442569559961643,[-3.12916289],0.3425777520460991,-0.0573735036377396,0.0242838233092031,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0016_wcs/FBOGLE-2024-BLG-0034v0016_wcs_APT.fits,3.2197501369497283,0.3683296093055286,Direct CCD,,,psf,60832.175266,0.5306827892202272,False,3.1697448629611804,CASLEO HSH + Direct CCD,2026-02-13 15:06:56.547237,17.4,603.7469957906804,476.5896482229812,,,20.796347473489995,0.0339607943780245
,INSTRUME,,,,5.168044310407456,HSH,[17.87298161],0.3350014583476981,[-3.04764666],0.3334072249297425,-0.0559310865372031,0.0172337314076023,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0036_wcs/FBOGLE-2024-BLG-0034v0036_wcs_APT.fits,3.2005294454820694,0.1248325944239794,Direct CCD,,,psf,60832.197963,0.7158163555587914,False,3.1969095962242777,CASLEO HSH + Direct CCD,2026-02-13 15:07:14.128357,17.3,576.41628292053,480.1275156972496,,,20.920628266884524,0.0326435209457038
[16.32550863],INSTRUME,0.279919732864744,[-4.31384793],0.2785982352794205,7.686744010320739,HSH,,,,,-0.0573058418121364,0.0324540158680637,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0031_wcs/FBOGLE-2024-BLG-0034i0031_wcs_APT.fits,3.977137414276641,0.1571334516033895,Direct CCD,,,psf,60832.145394,0.6537391566496306,False,3.969181139456008,CASLEO HSH + Direct CCD,2026-02-13 15:07:34.646906,20.2,581.1208134312982,511.74960592590463,20.63935655280808,0.0271676304867083,,
[16.35234705],INSTRUME,0.3410827450777201,[-4.22773498],0.3388544291520768,5.544323493908163,HSH,,,,,-0.0823694552313074,0.0556537254497232,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0013_wcs/FBOGLE-2024-BLG-0034i0013_wcs_APT.fits,4.996589913373423,0.49005542789313,Direct CCD,,,psf,60832.124965,0.7632299505118851,False,4.857205872991168,CASLEO HSH + Direct CCD,2026-02-13 15:07:57.903266,23.0,605.876558033161,511.4439293842628,20.580082032580563,0.0389244760243871,,
,INSTRUME,,,,3.474673881190401,HSH,[18.19017581],0.490294787255603,[-2.74062416],0.4890067711420162,-0.0493414785686368,0.0300254826207746,0.1174343375543411,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034v0035_wcs/FBOGLE-2024-BLG-0034v0035_wcs_APT.fits,3.578638404060673,0.1299636106751092,Direct CCD,18.434179086227303,[17.78925155],psf,60832.196829,0.8901368328923328,False,3.5592150699917307,CASLEO HSH + Direct CCD,2026-02-13 15:08:40.501606,42.2,577.1437847912749,480.1083190293929,,,20.930799974880475,0.0355155766851221
[16.37302106],INSTRUME,0.2162042390081568,[-4.34066758],0.213429944671789,7.989508891603975,HSH,,,,,-0.0495539670289914,0.0308307210792847,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0030_wcs/FBOGLE-2024-BLG-0034i0030_wcs_APT.fits,4.046387185998572,0.2004682080303717,Direct CCD,,,psf,60832.144259,0.7468369045244776,False,4.026552496343859,CASLEO HSH + Direct CCD,2026-02-13 15:09:04.782977,24.0,582.0029969405003,511.8861063567863,20.7136886453017,0.034524363607361,,
