I,INSTRUME,I_err,I_inst,I_inst_err,SNR,TELESCOP,V,V_err,V_inst,V_inst_err,aperature_correction,aperature_correction_err,beta,fname,fwhm,fwhm_err,instrument,lmag_inject,lmag_prob,method,mjd,pixel_offset,subtraction,target_fwhm,telescope,time,time_taken,xpix,ypix,zp_I,zp_I_err,zp_V,zp_V_err
[16.3248725],INSTRUME,1.1402412119878458,[-4.55154461],1.138607455861187,3.9948031800957855,HSH,,,,,-0.0327230865504974,0.0610863840733807,0.0145692138650552,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0010_wcs/FBOGLE-2024-BLG-0034i0010_wcs_APT.fits,9.68697817275617,0.4363252947600948,Direct CCD,15.736749212260568,[15.93240139],psf,60834.122755,1.451489973413634,False,9.741810862001213,CASLEO HSH + Direct CCD,2026-02-13 21:08:24.795230,57.5,463.9291379985473,540.5994571068222,20.87641710749149,0.0610170711590327,,
[17.10118223],INSTRUME,1.666196693739746,[-3.79425869],1.6653448301124865,2.0805993043694597,HSH,,,,,-0.0273564992157976,0.0821389484100329,0.0056032719187328,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0005_wcs/FBOGLE-2024-BLG-0034i0005_wcs_APT.fits,9.174594246598216,0.4420398189014792,Direct CCD,15.603934459489658,[16.05320982],psf,60834.117083,2.631468445488994,False,9.144311232517484,CASLEO HSH + Direct CCD,2026-02-13 21:09:19.325914,54.2,468.44369130515,542.5856972166887,20.89544092069623,0.0532730611742387,,
[14.26140822],INSTRUME,0.1605640821994641,[-6.59544506],0.0404977096115022,26.312925764374597,HSH,,,,,-0.0234133363755726,0.0930885079394244,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0004_wcs/FBOGLE-2024-BLG-0034i0004_wcs_APT.fits,9.489333270270766,0.6598386881391474,Direct CCD,,,ap,60834.115949,0.0,False,9.467167912610932,CASLEO HSH + Direct CCD,2026-02-13 21:09:31.616791,12.0,470.3377420827277,540.8117621131789,20.880266611556724,0.1243997174369396,,
[16.38120998],INSTRUME,0.4333137350346536,[-4.4726094],0.4259360230268175,3.826664406779447,HSH,,,,,-0.0377048940859286,0.079615688219728,0.0156390549841373,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0002_wcs/FBOGLE-2024-BLG-0034i0002_wcs_APT.fits,9.254854575173926,0.5302474832626232,Direct CCD,15.561585842303495,[16.0108612],psf,60834.113125,0.3571534965021262,False,9.202483529908257,CASLEO HSH + Direct CCD,2026-02-13 21:10:31.702580,59.8,475.5220817217976,540.9873576814651,20.853819384170507,0.0796197039543626,,
[14.23196268],INSTRUME,0.1362800787346341,[-6.65083534],0.0405347656987655,26.288419599328908,HSH,,,,,-0.0492984699478069,0.0741110683238464,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0006_wcs/FBOGLE-2024-BLG-0034i0006_wcs_APT.fits,10.0057229161788,0.9959513967481765,Direct CCD,,,ap,60834.118218,0.0,False,9.787597552569704,CASLEO HSH + Direct CCD,2026-02-13 21:10:44.352083,12.4,463.8947610315288,539.4562568941343,20.932096493591587,0.1069427051348638,,
[14.61370735],INSTRUME,0.1762803000429559,[-6.28846811],0.1653676988088202,18.76469605093205,HSH,,,,,-0.0465419156046246,0.0897841825804578,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0011_wcs/FBOGLE-2024-BLG-0034i0011_wcs_APT.fits,10.152061114273469,0.3491533812685731,Direct CCD,,,psf,60834.1239,18.007856965105933,False,10.200974355788714,CASLEO HSH + Direct CCD,2026-02-13 21:11:27.922519,43.3,449.46334688542186,553.3803678712366,20.9021754651636,0.0610595477702699,,
[14.14969836],INSTRUME,0.1534395944186303,[-6.74092477],0.0379175070675431,28.13707656201901,HSH,,,,,-0.0662276158141812,0.079072989211609,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0018_wcs/FBOGLE-2024-BLG-0034i0018_wcs_APT.fits,10.476018257530392,1.0571827607465514,Direct CCD,,,ap,60834.13184,0.0,False,10.311789298601257,CASLEO HSH + Direct CCD,2026-02-13 21:11:40.630851,12.4,454.0904770537373,536.7386127783461,20.95685074019848,0.125910421213962,,
[16.42050782],INSTRUME,1.2215053817568962,[-4.54845426],1.2203379595226544,3.8468222730329487,HSH,,,,,-0.0278599320884421,0.0731667301601265,0.0124769023565487,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0022_wcs/FBOGLE-2024-BLG-0034i0022_wcs_APT.fits,10.303656878859162,1.0305273085392137,Direct CCD,15.253193358386802,[15.99957017],psf,60834.136377,2.782270611330347,False,10.056653965786138,CASLEO HSH + Direct CCD,2026-02-13 21:12:46.612795,65.7,446.56549391162827,538.7126193267354,20.96896208613943,0.0533915930568181,,
[14.18239726],INSTRUME,0.1205465242251983,[-6.76597376],0.03655170310764,29.20692619945384,HSH,,,,,-0.0931952309473265,0.0672627669805304,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/OGLE-2024-BLG-0034/phot_REDUCED/OGLE-2024-BLG-0034_i_comb/OGLE-2024-BLG-0034_i_comb_APT.fits,10.141075752569172,0.9723861812499572,Direct CCD,,,ap,60834.12454476191,0.0,False,9.848247079269616,CASLEO HSH + Direct CCD,2026-02-13 21:12:59.780267,12.9,457.473286291708,538.2077232840355,21.041566250779024,0.0931190511164612,,
[15.86175503],INSTRUME,0.7511536534758315,[-5.03327321],0.7487519918879988,6.074233233983781,HSH,,,,,-0.0402255413061485,0.0764622912582315,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0012_wcs/FBOGLE-2024-BLG-0034i0012_wcs_APT.fits,9.938346726901148,1.004580834678326,Direct CCD,,,psf,60834.125035,2.555473731110796,False,9.79663351771964,CASLEO HSH + Direct CCD,2026-02-13 21:13:43.453856,43.4,455.2232876932156,539.4193140966368,20.89502823397416,0.0600188784787234,,
[14.21137119],INSTRUME,0.1348635085563832,[-6.6630603],0.0409898369350818,25.99108267927426,HSH,,,,,-0.0501222562914445,0.0801824869598848,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0014_wcs/FBOGLE-2024-BLG-0034i0014_wcs_APT.fits,10.35449704973608,1.045591664321788,Direct CCD,,,ap,60834.127303,0.0,False,10.16237489565942,CASLEO HSH + Direct CCD,2026-02-13 21:13:56.795167,13.1,455.5364685378482,537.8234790354783,20.9245537477681,0.1003930674553823,,
[14.89918876],INSTRUME,0.1951096434981031,[-5.99753425],0.1838527581560038,14.181224331846945,HSH,,,,,-0.017284359814593,0.0962820757422335,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0001_wcs/FBOGLE-2024-BLG-0034i0001_wcs_APT.fits,10.127443363209958,0.3353642275051756,Direct CCD,,,psf,60834.111991,16.984158480185148,False,10.105161753505389,CASLEO HSH + Direct CCD,2026-02-13 21:14:37.144714,40.0,468.935599322194,555.0944949320631,20.896723001911305,0.0653141355633437,,
[14.18063956],INSTRUME,0.1390438172509772,[-6.66135263],0.0367835555215545,29.01971434687081,HSH,,,,,-0.0411828738775468,0.0872144755020782,1.0,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/OGLE-2024-BLG-0034/phot_REDUCED/FBOGLE-2024-BLG-0034i0003_wcs/FBOGLE-2024-BLG-0034i0003_wcs_APT.fits,9.153686422969365,0.6170964195699628,Direct CCD,,,ap,60834.114815,0.0,False,9.161606438804144,CASLEO HSH + Direct CCD,2026-02-13 21:14:49.413702,12.0,473.25795582766216,541.0480817329897,20.88317505778218,0.1018517963602668,,
