night,filename,band,exptime,use_image,cut_reasons,n_good,fwhm_median,ellip_median,theta_concentration,snr_median
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0006_wcs.fits,V,90.0,False,few_sources (46),46,4.45,0.333,0.3356858771402999,32.410000000000004
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0007_wcs.fits,V,90.0,False,"high_ellipticity (0.516), trailing (ellip=0.52, θ_c=0.89)",240,8.5,0.5165,0.8909290918216749,26.37
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0008_wcs.fits,V,90.0,True,,326,4.705,0.2655,0.8136825947571871,26.565
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0009_wcs.fits,V,90.0,True,,342,6.33,0.3875,0.8472230205731028,27.39
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0010_wcs.fits,V,90.0,False,"trailing (ellip=0.40, θ_c=0.90)",349,5.99,0.399,0.8999928890280513,25.88
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0011_wcs.fits,V,90.0,True,,363,4.05,0.184,0.7486841652493852,25.69
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0012_wcs.fits,V,90.0,False,"high_ellipticity (0.480), trailing (ellip=0.48, θ_c=0.88)",242,7.165,0.4805,0.8785511681093509,27.47
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0013_wcs.fits,V,90.0,True,,363,5.26,0.3,0.8341878406488851,25.96
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0014_wcs.fits,V,90.0,True,,482,4.3,0.2665,0.8020635252897019,25.775
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0015_wcs.fits,V,90.0,True,,529,4.84,0.33,0.8470493092816205,25.76
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0016_wcs.fits,V,90.0,True,,582,3.25,0.1215,0.1855441439228826,26.285
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0017_wcs.fits,V,90.0,False,"trailing (ellip=0.39, θ_c=0.85)",371,5.34,0.393,0.8537326782321429,27.21
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0018_wcs.fits,V,90.0,True,,333,4.2,0.281,0.8196831789815537,25.9
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0019_wcs.fits,V,90.0,True,,296,4.805,0.358,0.8272375278444147,26.245
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0020_wcs.fits,V,90.0,True,,436,5.15,0.365,0.8490720769645469,26.71
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0021_wcs.fits,V,90.0,True,,490,3.64,0.184,0.653563090394822,25.775
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0022_wcs.fits,V,90.0,True,,260,3.78,0.221,0.7993826615417912,28.25
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0023_wcs.fits,V,90.0,True,,470,3.39,0.177,0.6869570483130572,25.675
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0024_wcs.fits,V,90.0,False,"high_ellipticity (0.487), trailing (ellip=0.49, θ_c=0.89)",438,7.3,0.487,0.8939206607683318,26.165
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0025_wcs.fits,V,90.0,True,,543,3.89,0.245,0.7657959168353592,25.57
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0026_wcs.fits,V,90.0,True,,476,3.73,0.207,0.7786243276205186,25.335
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0027_wcs.fits,V,90.0,True,,454,4.32,0.283,0.8504182079072581,24.585
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0028_wcs.fits,V,90.0,False,"few_sources (81), high_ellipticity (0.591)",81,6.22,0.591,0.7236049138965844,22.3
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0029_wcs.fits,V,90.0,False,high_ellipticity (0.530),141,8.17,0.53,0.7282087206077885,27.81
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0030_wcs.fits,V,90.0,True,,507,3.86,0.204,0.7321653114886758,25.22
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0031_wcs.fits,V,90.0,False,"high_ellipticity (0.510), trailing (ellip=0.51, θ_c=0.89)",395,7.89,0.51,0.8868632548550756,28.18
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0032_wcs.fits,V,90.0,False,"trailing (ellip=0.42, θ_c=0.86)",515,6.21,0.42,0.8558298537962582,27.48
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0033_wcs.fits,V,90.0,True,,662,4.02,0.2135,0.7470275376862265,25.94
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0034_wcs.fits,V,90.0,False,"trailing (ellip=0.38, θ_c=0.89)",558,5.97,0.3835,0.8905692778112697,26.495
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0035_wcs.fits,V,90.0,True,,656,4.05,0.2375,0.7767152181809683,26.67
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0036_wcs.fits,V,90.0,True,,707,3.28,0.14,0.5064214588095125,26.49
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0037_wcs.fits,V,90.0,True,,646,3.95,0.204,0.7312437827709843,25.755000000000003
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0038_wcs.fits,V,90.0,True,,634,4.43,0.2585,0.8129211645564465,26.705
20250605,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250605/FBOGLE-2024-BLG-0034v0039_wcs.fits,V,90.0,True,,392,7.625,0.428,0.8020018921208582,27.355
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0001_wcs.fits,I,90.0,False,bad_seeing_median (12.7px),160,12.735,0.2255,0.6105962132800007,66.88499999999999
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0002_wcs.fits,I,90.0,True,,106,7.890000000000001,0.4315,0.4708572259150616,23.18
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0003_wcs.fits,I,90.0,False,few_sources (97),97,11.33,0.232,0.4297623374761365,30.73
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0004_wcs.fits,I,90.0,False,few_sources (97),97,8.01,0.419,0.5671464780646366,23.89
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0005_wcs.fits,I,90.0,True,,229,11.77,0.161,0.6677184638742971,55.68
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0006_wcs.fits,I,90.0,True,,150,11.11,0.2304999999999999,0.396376098455463,39.635
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0007_wcs.fits,I,90.0,False,bad_seeing_median (12.1px),201,12.05,0.177,0.6694632533116377,53.12
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0008_wcs.fits,I,90.0,False,few_sources (86),86,7.925,0.4495,0.553796637931889,23.71
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0010_wcs.fits,I,90.0,False,few_sources (94),94,8.24,0.332,0.550827795119127,25.5
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0011_wcs.fits,I,90.0,False,bad_seeing_median (12.3px),146,12.26,0.1845,0.5838162820654055,58.575
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0012_wcs.fits,I,90.0,False,"few_sources (68), high_ellipticity (0.501)",68,7.789999999999999,0.501,0.7020955628718603,22.925
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0013_wcs.fits,I,90.0,False,few_sources (84),84,8.365,0.41,0.3054010453995983,24.975
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0014_wcs.fits,I,90.0,True,,138,11.83,0.184,0.5641950440288552,49.165
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0015_wcs.fits,I,90.0,True,,273,11.37,0.153,0.6696194620666011,46.25
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0016_wcs.fits,I,90.0,False,few_sources (96),96,10.94,0.285,0.4857102564116071,28.96
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0017_wcs.fits,I,90.0,False,"few_sources (97), high_ellipticity (0.491)",97,7.47,0.491,0.6667541982903553,22.22
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0018_wcs.fits,I,90.0,False,"few_sources (68), high_ellipticity (0.531)",68,8.99,0.531,0.7296112394318179,24.39
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0019_wcs.fits,I,90.0,False,high_ellipticity (0.526),104,7.305,0.526,0.743008830321314,21.97
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0020_wcs.fits,I,90.0,False,few_sources (82),82,7.6,0.4415,0.632312225655564,22.77
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0021_wcs.fits,I,90.0,True,,111,8.05,0.401,0.3646119149320883,22.39
20250607,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250607/FBOGLE-2024-BLG-0034i0022_wcs.fits,I,90.0,True,,103,7.36,0.408,0.5870302538685205,22.28
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0001_wcs.fits,I,120.0,True,,454,9.455,0.227,0.6883161350580768,37.145
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0002_wcs.fits,I,120.0,True,,474,9.175,0.138,0.4880520987791299,37.16
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0003_wcs.fits,I,120.0,True,,529,8.87,0.182,0.6602668922755297,35.67
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0004_wcs.fits,I,120.0,True,,535,8.61,0.161,0.5800103887191587,35.08
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0005_wcs.fits,I,120.0,True,,510,8.665,0.148,0.487244654859126,35.53
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0006_wcs.fits,I,120.0,True,,604,7.73,0.163,0.5957988493898273,33.995000000000005
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0007_wcs.fits,I,120.0,True,,450,9.795,0.2115,0.7519438061548032,38.455
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0008_wcs.fits,I,120.0,True,,395,10.68,0.264,0.7892679302342275,38.37
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0009_wcs.fits,I,120.0,True,,480,9.35,0.274,0.7424017859238855,35.04
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0010_wcs.fits,I,120.0,True,,541,8.76,0.243,0.7256897760911004,35.17
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034i0011.fit,I,120.0,True,,468,9.575,0.2835,0.753550053000901,35.96
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034i0012.fit,I,120.0,True,,642,8.015,0.151,0.606878206956823,34.225
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0013_wcs.fits,I,120.0,True,,487,9.54,0.259,0.7663861194216254,35.94
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0014_wcs.fits,I,120.0,True,,541,8.96,0.207,0.6994709090053537,36.23
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0015_wcs.fits,I,120.0,True,,586,8.52,0.257,0.7848714993411381,34.28
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034i0016.fit,I,120.0,True,,603,8.57,0.216,0.6788437002594703,34.3
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0017_wcs.fits,I,120.0,True,,710,7.79,0.176,0.6286864908220505,32.474999999999994
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0018_wcs.fits,I,120.0,True,,511,9.46,0.31,0.815948017638691,35.59
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0019_wcs.fits,I,120.0,True,,660,8.24,0.185,0.692608240072289,33.775000000000006
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0020_wcs.fits,I,120.0,True,,714,7.57,0.155,0.6249603051983957,33.11
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0021_wcs.fits,I,120.0,True,,610,8.7,0.144,0.5246208303428217,35.315
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0022_wcs.fits,I,120.0,True,,453,9.77,0.261,0.7431738996026624,39.37
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0023_wcs.fits,I,120.0,True,,514,8.81,0.162,0.6250725674510197,36.975
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0024_wcs.fits,I,120.0,True,,580,8.195,0.207,0.7243366845245323,35.045
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0025_wcs.fits,I,120.0,True,,471,9.49,0.239,0.7053594132475101,37.4
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034i0026.fit,I,120.0,True,,492,9.08,0.168,0.6003556351963204,37.290000000000006
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0027_wcs.fits,I,120.0,True,,443,9.66,0.207,0.6483449366206604,39.03
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034i0028_wcs.fits,I,120.0,True,,446,9.435,0.22,0.7045261765576357,38.32
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034v0001_wcs.fits,V,120.0,True,,169,9.36,0.168,0.5665834816451047,35.36
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034v0002.fit,V,120.0,True,,182,9.2,0.174,0.6780646207378743,32.29
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034v0003.fit,V,120.0,True,,188,8.78,0.1215,0.539594128043224,33.685
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034v0004_wcs.fits,V,120.0,True,,189,8.77,0.24,0.6995622729957472,33.66
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034v0005_wcs.fits,V,120.0,True,,187,9.16,0.163,0.4563640662043703,33.86
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034v0006_wcs.fits,V,120.0,True,,212,8.355,0.146,0.4373693869095452,30.565
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/FBOGLE-2024-BLG-0034v0007_wcs.fits,V,120.0,True,,208,8.725,0.157,0.5877185854234218,31.36
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034v0008.fit,V,120.0,True,,179,10.19,0.345,0.786234633389228,34.74
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034v0009.fit,V,120.0,False,"bad_seeing_median (12.2px), trailing (ellip=0.45, θ_c=0.87)",148,12.155,0.446,0.8693163920786832,35.925
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034v0010.fit,V,120.0,True,,250,7.640000000000001,0.139,0.5289703522159195,30.06
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034v0011.fit,V,120.0,True,,168,9.875,0.3105,0.7143410881156044,32.155
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034v0012.fit,V,120.0,True,,193,8.85,0.139,0.5033299598310568,31.72
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034v0013.fit,V,120.0,True,,190,9.085,0.2195,0.7255841186207848,32.57
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034v0014.fit,V,120.0,True,,207,8.33,0.135,0.3878874906574737,31.19
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034v0015.fit,V,120.0,True,,175,9.25,0.179,0.5070635172194777,33.65
20250608,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250608/OGLE-2024-BLG-0034v0016.fit,V,120.0,True,,181,9.24,0.207,0.6797329777282326,35.61
20250614,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250614/FBOGLE-2024-BLG-0034i0002_wcs.fits,I,300.0,True,,158,9.405,0.203,0.2846409907560803,43.150000000000006
20250614,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250614/FBOGLE-2024-BLG-0034i0003_wcs.fits,I,300.0,True,,216,9.13,0.208,0.3763922740722001,38.275
20250614,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250614/FBOGLE-2024-BLG-0034i0004_wcs.fits,I,300.0,True,,584,4.09,0.4125,0.0341901350345985,38.5
20250614,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250614/FBOGLE-2024-BLG-0034i0005_wcs.fits,I,300.0,True,,252,9.935,0.1925,0.3564778811794255,38.905
20250614,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250614/FBOGLE-2024-BLG-0034i0006_wcs.fits,I,300.0,True,,269,9.64,0.201,0.3843242597347324,38.88
20250614,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250614/FBOGLE-2024-BLG-0034i0007_wcs.fits,I,300.0,True,,252,9.725,0.2275,0.4696347528305236,40.790000000000006
20250614,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250614/FBOGLE-2024-BLG-0034i0008_wcs.fits,I,300.0,True,,218,10.21,0.2065,0.3913435150812389,39.065
20250614,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250614/FBOGLE-2024-BLG-0034i0009_wcs.fits,I,300.0,True,,229,10.17,0.211,0.3918667515729541,36.52
20250614,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250614/FBOGLE-2024-BLG-0034i0010_wcs.fits,I,300.0,True,,208,10.265,0.2465,0.4590600007458359,36.760000000000005
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034i0016_wcs.fits,I,120.0,True,,740,7.33,0.3005,0.7147719647114038,34.08
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034i0017_wcs.fits,I,120.0,True,,882,5.595,0.199,0.5376586276743394,32.730000000000004
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034i0018_wcs.fits,I,120.0,True,,841,6.07,0.224,0.5436937810242553,32.27
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034i0019_wcs.fits,I,120.0,True,,776,6.52,0.255,0.6525309887039604,33.275
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034i0020_wcs.fits,I,120.0,True,,643,7.51,0.263,0.669703524444613,34.8
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034i0021_wcs.fits,I,120.0,True,,527,8.86,0.403,0.7611114050031696,36.14
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034i0022_wcs.fits,I,120.0,True,,728,6.73,0.237,0.6222566898483891,34.15
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034i0023_wcs.fits,I,120.0,True,,813,6.15,0.19,0.5045485904932451,34.43
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034i0024_wcs.fits,I,120.0,True,,690,7.08,0.2445,0.6452943535059357,34.485
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034i0025_wcs.fits,I,120.0,True,,629,7.35,0.22,0.551565281874006,33.71
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034i0026_wcs.fits,I,120.0,True,,792,6.27,0.206,0.5215875092670074,33.655
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034i0027_wcs.fits,I,120.0,True,,705,6.85,0.26,0.6330923848329032,33.2
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034i0028_wcs.fits,I,120.0,True,,557,8.33,0.347,0.6814603719758501,32.39
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034i0029_wcs.fits,I,120.0,True,,657,7.49,0.301,0.6771866121407374,35.13
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034v0002_wcs.fits,V,120.0,True,,737,5.11,0.261,0.1855077517748738,32.22
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034v0003_wcs.fits,V,120.0,True,,715,5.05,0.282,0.2412657396695455,33.97
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034v0006_wcs.fits,V,120.0,True,,768,5.035,0.293,0.3078971288243382,31.245
20250616,/home/knowogrodski/Documentos/observation_HSH/ulens_hsh/ulens_hsh/data/20250616/FBOGLE-2024-BLG-0034v0009_wcs.fits,V,120.0,True,,668,5.125,0.282,0.2215514298431231,33.375
