file,simple,bitpix,naxis,naxis1,naxis2,bscale,bzero,ccdsize,ccdsum,pixsize1,pixsize2,adcrate,gain,rdnoise,camtem,exptime,date,observat,telescop,date-obs,time-obs,ut,st,ha,ra,dec,equinox,mjd-obs,zd,airmass,ra2000,dec2000,dome-az,imagetyp,object,instrume,instrmod,observer,optele,prog-id,detector,pixscale,filter01,filter02,comment,night
dark0007.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,90.0,2025-06-06T07:20:22,CASLEO,HSH,2025-06-06,10:18:44.988,10:18:44.0,22:41:56.3,-00:01:12.0,22:43:08.4,-31:47:13.3,2025.4,60832.429676,0.3,1.0,22:41:43.2,-31:55:14.0,341.7,dark,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(1) Free,(2) Blind,= ' ',
dark0008.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,90.0,2025-06-06T07:22:00,CASLEO,HSH,2025-06-06,10:20:23.083,10:20:23.4,22:43:34.8,-00:01:12.0,22:44:46.9,-31:47:13.3,2025.4,60832.430822,0.3,1.0,22:43:21.9,-31:55:15.2,341.7,dark,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(1) Free,(2) Blind,= ' ',
dark0009.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,90.0,2025-06-06T07:23:38,CASLEO,HSH,2025-06-06,10:22:01.108,10:22:01.3,22:45:13.1,-00:01:12.0,22:46:25.2,-31:47:13.3,2025.4,60832.431956,0.3,1.0,22:45:00.3,-31:55:16.4,341.7,dark,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(1) Free,(2) Blind,= ' ',
dark0010.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,90.0,2025-06-06T07:25:16,CASLEO,HSH,2025-06-06,10:23:39.141,10:23:39.4,22:46:51.5,-00:01:12.0,22:48:03.5,-31:47:13.3,2025.4,60832.43309,0.3,1.0,22:46:38.8,-31:55:17.6,341.7,dark,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(1) Free,(2) Blind,= ' ',
dark0011.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,90.0,2025-06-06T07:26:54,CASLEO,HSH,2025-06-06,10:25:17.238,10:25:17.1,22:48:29.6,-00:01:12.0,22:49:41.6,-31:47:13.3,2025.4,60832.434225,0.3,1.0,22:48:17.0,-31:55:18.7,341.7,dark,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(1) Free,(2) Blind,= ' ',
dark0012.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,90.0,2025-06-06T07:28:32,CASLEO,HSH,2025-06-06,10:26:55.263,10:26:55.4,22:50:08.1,-00:01:12.0,22:51:20.1,-31:47:13.3,2025.4,60832.435359,0.3,1.0,22:49:55.6,-31:55:19.8,341.7,dark,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(1) Free,(2) Blind,= ' ',
dark0013.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,90.0,2025-06-06T07:30:10,CASLEO,HSH,2025-06-06,10:28:33.296,10:28:33.4,22:51:46.3,-00:01:12.0,22:52:58.3,-31:47:13.3,2025.4,60832.436493,0.3,1.0,22:51:34.0,-31:55:20.9,341.7,dark,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(1) Free,(2) Blind,= ' ',
dark0014.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,90.0,2025-06-06T07:31:48,CASLEO,HSH,2025-06-06,10:30:11.389,10:30:10.5,22:53:24.6,-00:01:12.0,22:54:36.7,-31:47:13.3,2025.4,60832.437616,0.3,1.0,22:53:12.5,-31:55:21.9,341.7,dark,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(1) Free,(2) Blind,= ' ',
dark0015.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,90.0,2025-06-06T07:33:26,CASLEO,HSH,2025-06-06,10:31:49.476,10:31:48.5,22:55:03.1,-00:01:12.0,22:56:15.1,-31:47:13.3,2025.4,60832.43875,0.3,1.0,22:54:51.1,-31:55:22.9,341.7,dark,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(1) Free,(2) Blind,= ' ',
dark0016.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,90.0,2025-06-06T07:35:05,CASLEO,HSH,2025-06-06,10:33:27.571,10:33:26.6,22:56:41.5,-00:01:12.0,22:57:53.5,-31:47:13.3,2025.4,60832.439884,0.3,1.0,22:56:29.6,-31:55:23.9,341.7,dark,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(1) Free,(2) Blind,= ' ',
dark0017.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,90.0,2025-06-06T07:36:43,CASLEO,HSH,2025-06-06,10:35:05.942,10:35:04.9,22:58:19.8,-00:01:12.0,22:59:31.8,-31:47:13.3,2025.4,60832.441019,0.3,1.0,22:58:08.1,-31:55:24.9,341.7,dark,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(1) Free,(2) Blind,= ' ',
dark0018.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,90.0,2025-06-06T07:38:21,CASLEO,HSH,2025-06-06,10:36:44.027,10:36:43.0,22:59:58.3,-00:01:12.0,23:01:10.4,-31:47:13.3,2025.4,60832.442164,0.3,1.0,22:59:46.8,-31:55:25.9,341.7,dark,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(1) Free,(2) Blind,= ' ',
dark0019.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,90.0,2025-06-06T07:39:59,CASLEO,HSH,2025-06-06,10:38:22.059,10:38:21.0,23:01:36.6,-00:01:12.0,23:02:48.6,-31:47:13.3,2025.4,60832.443299,0.3,1.0,23:01:25.2,-31:55:26.8,341.7,dark,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(1) Free,(2) Blind,= ' ',
dark0020.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,90.0,2025-06-06T07:41:37,CASLEO,HSH,2025-06-06,10:40:00.096,10:39:59.0,23:03:14.8,-00:01:12.0,23:04:26.8,-31:47:13.3,2025.4,60832.444433,0.3,1.0,23:03:03.5,-31:55:27.7,341.7,dark,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(1) Free,(2) Blind,= ' ',
flati0001.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,1.0,2025-06-05T18:57:39,CASLEO,HSH,2025-06-05,21:57:32.077,21:57:31.6,10:18:41.5,-00:35:44.6,10:54:26.1,-31:47:20.5,2025.4,60831.914942,7.6,1.01,10:53:14.0,-31:39:12.0,123.8,flat,,Direct CCD,,Nowogrodzki,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flati0002.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,1.0,2025-06-05T18:57:48,CASLEO,HSH,2025-06-05,21:57:40.634,21:57:40.3,10:18:50.3,-00:35:44.6,10:54:34.9,-31:47:20.5,2025.4,60831.915046,7.6,1.01,10:53:22.8,-31:39:11.9,123.8,flat,,Direct CCD,,Nowogrodzki,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flati0003.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,1.5,2025-06-05T18:58:10,CASLEO,HSH,2025-06-05,21:58:02.344,21:58:01.8,10:19:11.8,-00:35:44.6,10:54:56.4,-31:47:20.5,2025.4,60831.915289,7.6,1.01,10:53:44.2,-31:39:11.7,123.8,flat,,Direct CCD,,Nowogrodzki,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flati0004.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,1.5,2025-06-05T18:58:20,CASLEO,HSH,2025-06-05,21:58:11.429,21:58:11.1,10:19:21.0,-00:35:44.6,10:55:05.7,-31:47:20.5,2025.4,60831.915405,7.6,1.01,10:53:53.5,-31:39:11.6,123.8,flat,,Direct CCD,,Nowogrodzki,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flati0005.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,2.0,2025-06-05T18:58:43,CASLEO,HSH,2025-06-05,21:58:34.476,21:58:34.1,10:19:44.0,-00:35:44.6,10:55:28.7,-31:47:20.5,2025.4,60831.915671,7.6,1.01,10:54:16.5,-31:39:11.3,123.8,flat,,Direct CCD,,Nowogrodzki,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flati0006.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,2.0,2025-06-05T18:58:53,CASLEO,HSH,2025-06-05,21:58:44.018,21:58:43.8,10:19:53.9,-00:35:44.6,10:55:38.5,-31:47:20.5,2025.4,60831.915775,7.6,1.01,10:54:26.3,-31:39:11.2,123.8,flat,,Direct CCD,,Nowogrodzki,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flati0007.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,2.0,2025-06-05T18:59:02,CASLEO,HSH,2025-06-05,21:58:53.818,21:58:53.3,10:20:03.5,-00:35:44.6,10:55:48.1,-31:47:20.5,2025.4,60831.915891,7.6,1.01,10:54:35.9,-31:39:11.1,123.8,flat,,Direct CCD,,Nowogrodzki,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flati0008.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,3.0,2025-06-05T18:59:38,CASLEO,HSH,2025-06-05,21:59:28.589,21:59:28.3,10:20:38.5,-00:35:44.6,10:56:23.1,-31:47:20.5,2025.4,60831.916296,7.6,1.01,10:55:10.8,-31:39:10.8,123.8,flat,,Direct CCD,,Nowogrodzki,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flati0009.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,3.0,2025-06-05T18:59:49,CASLEO,HSH,2025-06-05,21:59:39.370,21:59:39.1,10:20:49.4,-00:35:44.6,10:56:34.0,-31:47:20.5,2025.4,60831.916424,7.6,1.01,10:55:21.7,-31:39:10.7,123.8,flat,,Direct CCD,,Nowogrodzki,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flati0010.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,3.0,2025-06-05T19:00:00,CASLEO,HSH,2025-06-05,21:59:50.351,21:59:50.1,10:21:00.3,-00:35:44.6,10:56:44.9,-31:47:20.5,2025.4,60831.916551,7.6,1.01,10:55:32.6,-31:39:10.6,123.8,flat,,Direct CCD,,Nowogrodzki,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flati0011.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,3.0,2025-06-05T19:00:11,CASLEO,HSH,2025-06-05,22:00:01.393,22:00:00.0,10:21:11.0,-00:35:44.6,10:56:55.7,-31:47:20.5,2025.4,60831.916667,7.6,1.01,10:55:43.4,-31:39:10.5,123.8,flat,,Direct CCD,,Nowogrodzki,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flati0012.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,3.0,2025-06-05T19:00:22,CASLEO,HSH,2025-06-05,22:00:12.451,22:00:11.1,10:21:22.5,-00:35:44.6,10:57:07.1,-31:47:20.5,2025.4,60831.916794,7.6,1.01,10:55:54.7,-31:39:10.3,123.8,flat,,Direct CCD,,Nowogrodzki,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flati0013.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,3.0,2025-06-05T19:00:33,CASLEO,HSH,2025-06-05,22:00:23.482,22:00:22.1,10:21:33.5,-00:35:44.6,10:57:18.1,-31:47:20.5,2025.4,60831.916921,7.6,1.01,10:56:05.7,-31:39:10.2,123.8,flat,,Direct CCD,,Nowogrodzki,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flati0014.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,3.0,2025-06-05T19:00:44,CASLEO,HSH,2025-06-05,22:00:34.534,22:00:33.1,10:21:44.4,-00:35:44.6,10:57:29.0,-31:47:20.5,2025.4,60831.917049,7.6,1.01,10:56:16.6,-31:39:10.1,123.8,flat,,Direct CCD,,Nowogrodzki,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0001.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,10.0,2025-06-06T08:10:43,CASLEO,HSH,2025-06-06,11:10:26.036,11:10:26.0,23:33:45.8,+00:52:44.8,22:41:00.9,-31:47:13.3,2025.4,60832.465579,11.2,1.02,22:39:35.6,-31:55:12.4,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0002.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,10.0,2025-06-06T08:11:01,CASLEO,HSH,2025-06-06,11:10:44.069,11:10:44.0,23:34:03.8,+00:52:44.8,22:41:18.9,-31:47:13.3,2025.4,60832.465787,11.2,1.02,22:39:53.6,-31:55:12.7,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0003.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,10.0,2025-06-06T08:11:19,CASLEO,HSH,2025-06-06,11:11:02.164,11:11:02.0,23:34:22.0,+00:52:44.8,22:41:37.1,-31:47:13.3,2025.4,60832.465995,11.2,1.02,22:40:11.9,-31:55:12.9,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0004.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,10.0,2025-06-06T08:11:37,CASLEO,HSH,2025-06-06,11:11:20.199,11:11:20.3,23:34:40.1,+00:52:44.8,22:41:55.3,-31:47:13.3,2025.4,60832.466204,11.2,1.02,22:40:30.1,-31:55:13.1,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0005.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,10.0,2025-06-06T08:11:55,CASLEO,HSH,2025-06-06,11:11:38.234,11:11:38.3,23:34:58.1,+00:52:44.8,22:42:13.3,-31:47:13.3,2025.4,60832.466412,11.2,1.02,22:40:48.1,-31:55:13.4,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0006.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,10.0,2025-06-06T08:12:13,CASLEO,HSH,2025-06-06,11:11:56.326,11:11:56.4,23:35:16.3,+00:52:44.8,22:42:31.5,-31:47:13.3,2025.4,60832.46662,11.2,1.02,22:41:06.3,-31:55:13.6,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0007.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,10.0,2025-06-06T08:12:31,CASLEO,HSH,2025-06-06,11:12:14.421,11:12:14.4,23:35:34.3,+00:52:44.8,22:42:49.5,-31:47:13.3,2025.4,60832.466829,11.2,1.02,22:41:24.4,-31:55:13.8,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0008.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,5.0,2025-06-06T08:14:08,CASLEO,HSH,2025-06-06,11:13:56.073,11:13:56.1,23:37:16.3,+00:52:44.8,22:44:31.5,-31:47:13.3,2025.4,60832.468009,11.2,1.02,22:43:06.5,-31:55:15.0,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0009.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,5.0,2025-06-06T08:14:21,CASLEO,HSH,2025-06-06,11:14:09.111,11:14:09.1,23:37:29.5,+00:52:44.8,22:44:44.6,-31:47:13.3,2025.4,60832.46816,11.2,1.02,22:43:19.6,-31:55:15.2,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0010.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,5.0,2025-06-06T08:14:34,CASLEO,HSH,2025-06-06,11:14:22.157,11:14:22.3,23:37:42.6,+00:52:44.8,22:44:57.8,-31:47:13.3,2025.4,60832.46831,11.2,1.02,22:43:32.8,-31:55:15.4,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0011.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,5.0,2025-06-06T08:14:47,CASLEO,HSH,2025-06-06,11:14:35.197,11:14:35.3,23:37:55.6,+00:52:44.8,22:45:10.8,-31:47:13.3,2025.4,60832.468461,11.2,1.02,22:43:45.9,-31:55:15.5,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0012.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,5.0,2025-06-06T08:15:00,CASLEO,HSH,2025-06-06,11:14:48.236,11:14:48.3,23:38:08.6,+00:52:44.8,22:45:23.8,-31:47:13.3,2025.4,60832.468611,11.2,1.02,22:43:58.9,-31:55:15.7,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0013.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,5.0,2025-06-06T08:15:13,CASLEO,HSH,2025-06-06,11:15:01.282,11:15:01.5,23:38:21.8,+00:52:44.8,22:45:36.9,-31:47:13.3,2025.4,60832.468762,11.2,1.02,22:44:12.0,-31:55:15.8,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0014.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,5.0,2025-06-06T08:15:26,CASLEO,HSH,2025-06-06,11:15:14.320,11:15:14.3,23:38:34.8,+00:52:44.8,22:45:49.9,-31:47:13.3,2025.4,60832.468912,11.2,1.02,22:44:25.0,-31:55:16.0,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0015.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,3.0,2025-06-06T08:16:31,CASLEO,HSH,2025-06-06,11:16:21.777,11:16:21.6,23:39:42.5,+00:52:44.8,22:46:57.6,-31:47:13.3,2025.4,60832.469688,11.2,1.02,22:45:32.8,-31:55:16.8,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0016.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,3.0,2025-06-06T08:16:42,CASLEO,HSH,2025-06-06,11:16:32.573,11:16:32.5,23:39:53.3,+00:52:44.8,22:47:08.4,-31:47:13.3,2025.4,60832.469815,11.2,1.02,22:45:43.6,-31:55:16.9,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0017.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,3.0,2025-06-06T08:16:53,CASLEO,HSH,2025-06-06,11:16:43.616,11:16:43.5,23:40:04.3,+00:52:44.8,22:47:19.5,-31:47:13.3,2025.4,60832.469942,11.2,1.02,22:45:54.7,-31:55:17.0,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0018.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,2.0,2025-06-06T08:17:58,CASLEO,HSH,2025-06-06,11:17:49.638,11:17:49.5,23:41:10.6,+00:52:44.8,22:48:25.8,-31:47:13.3,2025.4,60832.470706,11.2,1.02,22:47:01.1,-31:55:17.8,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0019.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,2.0,2025-06-06T08:18:08,CASLEO,HSH,2025-06-06,11:17:59.434,11:17:59.5,23:41:20.5,+00:52:44.8,22:48:35.6,-31:47:13.3,2025.4,60832.470822,11.2,1.02,22:47:11.0,-31:55:17.9,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsi0020.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,2.0,2025-06-06T08:18:18,CASLEO,HSH,2025-06-06,11:18:09.227,11:18:09.4,23:41:30.3,+00:52:44.8,22:48:45.5,-31:47:13.3,2025.4,60832.470937,11.2,1.02,22:47:20.9,-31:55:18.0,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(5) I,(6) Free,= ' ',
flatsv0018.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,1.0,2025-06-06T08:20:16,CASLEO,HSH,2025-06-06,11:20:08.228,11:20:07.3,23:43:29.6,+00:52:44.8,22:50:44.8,-31:47:13.3,2025.4,60832.472303,11.2,1.02,22:49:20.4,-31:55:19.4,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(3) V,(6) Free,= ' ',
flatsv0019.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,1.0,2025-06-06T08:20:24,CASLEO,HSH,2025-06-06,11:20:16.776,11:20:15.6,23:43:38.1,+00:52:44.8,22:50:53.3,-31:47:13.3,2025.4,60832.472396,11.2,1.02,22:49:28.8,-31:55:19.5,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(3) V,(6) Free,= ' ',
flatsv0020.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,1.0,2025-06-06T08:20:33,CASLEO,HSH,2025-06-06,11:20:25.572,11:20:24.5,23:43:46.8,+00:52:44.8,22:51:01.9,-31:47:13.3,2025.4,60832.4725,11.2,1.02,22:49:37.5,-31:55:19.6,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(3) V,(6) Free,= ' ',
flatsv0021.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,1.0,2025-06-06T08:20:42,CASLEO,HSH,2025-06-06,11:20:34.429,11:20:33.5,23:43:55.8,+00:52:44.8,22:51:10.9,-31:47:13.3,2025.4,60832.472604,11.2,1.02,22:49:46.5,-31:55:19.7,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(3) V,(6) Free,= ' ',
flatsv0022.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,1.0,2025-06-06T08:20:51,CASLEO,HSH,2025-06-06,11:20:43.233,11:20:42.4,23:44:04.8,+00:52:44.8,22:51:19.9,-31:47:13.3,2025.4,60832.472708,11.2,1.02,22:49:55.5,-31:55:19.8,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(3) V,(6) Free,= ' ',
flatsv0023.fit,True,16,2,1024,1024,1.0,32768.0,"[1:1024,1:1024]",1 1,24.0,24.0,,2.2,15.0,-20.0,1.0,2025-06-06T08:21:00,CASLEO,HSH,2025-06-06,11:20:52.095,11:20:51.0,23:44:13.6,+00:52:44.8,22:51:28.8,-31:47:13.3,2025.4,60832.472812,11.2,1.02,22:50:04.3,-31:55:19.9,77.9,flat,,Direct CCD,,Izraelevitch,,HSH-2025A-05,STL-1001E,0.53,(3) V,(6) Free,= ' ',
