RA,DEC,B,B_err,V,V_err,R,R_err,I,I_err
276.89292776,-26.66732985,18.048875000000002,0.03640482061485814,17.146250000000002,0.01562173921175232,16.624125,0.018029434960641445,16.073874999999997,0.020001721525908712
276.89503786,-26.66815941,18.035453000000004,0.03544369444626223,16.805606,0.016279798033145252,16.105611,0.01860241180599978,15.403068999999999,0.020616900251977745
276.89983525,-26.66766051,18.99959,0.04162698322002208,18.15818,0.01628190308287087,17.66933,0.01860529024229399,17.067069999999998,0.03577958121610704
276.89999575,-26.67348161,18.263648,0.03573871116870333,17.050496,0.01562151798001718,16.359575999999997,0.018029135447935378,15.688304,0.021933001983312727
276.90102875,-26.67026702,19.492998,0.03640680518804143,18.224196,0.01921084943462938,17.503025999999995,0.021215292833237066,16.851854,0.018870634965469497
276.91728238,-26.67397688,18.950376,0.03640551919695694,18.022152,0.016971890643060365,17.486112,0.019211205714374097,16.839448,0.05154687311564107
276.91773088,-26.66771421,18.902548000000003,0.0384777988975461,18.023296000000002,0.016972548188177283,17.513876,0.01921211336631137,17.003004,0.020618433694148543
276.92411173,-26.66866939,18.899445,0.12387846226039456,17.87439,0.1047071950154334,17.285715,0.10510290112551603,16.716485000000002,0.1032782363908292
276.9282011,-26.67179712,19.380083,0.2010654985023537,18.717866,0.13855102927080692,18.326421,0.13886002232464173,17.953059,0.1250876152462745
276.9382737,-26.66729199,19.621733999999996,0.036059760675855854,18.433068,0.01627999262899096,17.755457999999997,0.018602677898625238,17.091582,0.01941823472924354
276.94289135,-26.6737514,19.105321,0.03640515403071384,17.915542,0.016280103193776138,17.237326999999997,0.018602829085921313,16.581432999999997,0.026402163547709495
276.94529216,-26.6718073,18.972988,0.036774205307525,17.960176,0.015621863653226526,17.378156,0.01802960343435207,16.733123999999997,0.01941843907218085
276.95875986,-26.67211661,19.320271,0.03606423247484965,18.297442,0.023325486833075962,17.709977,0.025002447880157656,17.120783,0.01942007373827401
276.96177575,-26.67385277,18.879040000000003,0.03606142764783447,17.64808,0.01921075573734672,16.94748,0.021215160263358842,16.25292,0.018870465389067646
276.96370096,-26.67115296,19.474011,0.03677528980171332,18.428922,0.017693291384024624,17.829356999999998,0.01985150183235515,17.312803000000002,0.019418893892289537
276.96702556,-26.67427074,19.430394000000003,0.03640551919695694,18.041388,0.016971890643060365,17.254877999999998,0.019211205714374097,16.608762,0.018870085532397565
276.96759299,-26.67015158,19.555026,0.046705236408779695,18.682452,0.01769666047592031,18.176662,0.019856193618113215,17.652898,0.019424350902925942
276.9766838,-26.671117,19.373812,0.15004336510489225,18.414424,0.11962486651194223,17.861444,0.11997492373408702,17.328276,0.11515677188945511
276.85044024,-26.66421668,19.558124,0.21686461490985567,18.402848,0.14851851332409705,17.743387999999996,0.14880938310469538,17.104052,0.13402362179854715
276.85399382,-26.6634431,19.796329,0.03677528980171332,18.401758,0.017693291384024624,17.612223,0.01985150183235515,16.863017,0.019418893892289537
276.85521577,-26.66053441,19.44989,0.21192169501964633,18.71978,0.14253839370499444,18.29143,0.14284034837888065,17.88097,0.12806773332889124
276.85548799,-26.66485713,18.169951,0.03573982708408087,17.547802,0.017692986180970132,17.178136999999996,0.019851076796990132,16.753422999999998,0.026402163547709495
276.85640246,-26.66173385,19.570210000000003,0.03716835584203315,18.439420000000002,0.018440732740322444,17.793269999999996,0.020520592705865006,17.151329999999998,0.0206181419143433
276.85685,-26.66632389,17.930386000000002,0.03573871116870333,16.746172,0.01562151798001718,16.070982,0.018029135447935378,15.401178,0.018869461465553277
