objid,RA,Dec,r,dr,g,dg,i,di,dupvar,x,y
75992768998359111,276.89983525,-26.66766051,17.882,0.011,18.452,0.024,17.519,0.032,2,795.6218891844876,843.222898363239
75992768999952126,276.89999575,-26.67348161,16.616,0.01,17.52,0.011,16.19,0.015,2,794.8367838125939,880.7201597970381
75992769010285983,276.90102875,-26.67026702,17.766,0.015,18.72,0.013,17.361,0.01,2,788.8140686061818,860.0317283462981
75992769172821531,276.91728238,-26.67397688,17.709,0.012,18.357,0.013,17.303,0.049,2,695.3478153671429,884.2049407871868
75992769177309046,276.91773088,-26.66771421,17.731,0.012,18.335,0.018,17.46,0.013,2,692.6113774267396,843.8739804171156
75992769241117900,276.92411173,-26.66866939,17.52,0.104,18.255,0.119,17.193,0.102,2,655.9055371108155,850.1387460421631
75992769282014147,276.9282011,-26.67179712,18.518,0.138,18.927,0.198,18.381,0.124,2,632.445311912936,870.3578544394741
75992769382739553,276.9382737,-26.66729199,18.009,0.011,18.891,0.012,17.59,0.011,2,574.3509062459405,841.522539567076
75992769428911802,276.94289135,-26.6737514,17.491,0.011,18.374,0.013,17.08,0.021,2,547.9384367054809,883.2138965588083
75992769452924135,276.94529216,-26.6718073,17.611,0.01,18.335,0.014,17.208,0.011,2,534.0687283432119,870.7364329469993
75992769587593764,276.95875986,-26.67211661,17.944,0.02,18.677,0.012,17.597,0.011,2,456.55642495146895,872.9846704659541
75992769617751680,276.96177575,-26.67385277,17.206,0.015,18.126,0.012,16.757,0.01,2,439.2436956381411,884.2259534466638
75992769637004920,276.96370096,-26.67115296,18.066,0.013,18.819,0.014,17.792,0.011,2,428.08928141764363,866.8736124313123
75992769670251179,276.96702556,-26.67427074,17.532,0.012,18.594,0.013,17.134,0.01,2,409.03751771021297,887.0208474331903
75992769675926122,276.96759299,-26.67015158,18.393,0.013,18.991,0.032,18.109,0.011,2,405.6592030244287,860.4999355247852
75992769766834963,276.9766838,-26.671117,18.088,0.119,18.764,0.146,17.796,0.114,2,353.35817028096756,866.899339827061
76002768504403243,276.85044024,-26.66421668,17.993,0.148,18.845,0.214,17.598,0.133,2,1079.8792843532224,820.2731746387802
76002768539934172,276.85399382,-26.6634431,17.89,0.013,18.957,0.014,17.389,0.011,2,1059.4066318001428,815.3419632501093
76002768552157662,276.85521577,-26.66053441,18.491,0.142,18.961,0.209,18.318,0.127,2,1052.3097153658289,796.6244756644176
76002768554872475,276.85548799,-26.66485713,17.365,0.013,17.738,0.011,17.176,0.021,2,1050.8359980522791,824.471802096512
76002768564026223,276.85640246,-26.66173385,18.04,0.014,18.87,0.015,17.642,0.013,2,1045.5043339489275,804.3676681602209
76002768568500715,276.85685,-26.66632389,16.324,0.01,17.202,0.011,15.899,0.01,2,1043.0274790706603,833.9394382448054
76002768579552359,276.8579558,-26.66495361,14.469,0.01,15.334,0.01,14.025,0.01,2,1036.632353688682,825.1295405405463
76002768603471602,276.86034776,-26.66558496,18.124,0.114,18.753,0.172,17.858,0.1,2,1022.8770411499722,829.2316090137209
76002768625046933,276.86250465,-26.6611423,17.007,0.102,17.673,0.11,16.72,0.101,2,1010.3636537072767,800.6479042484839
76002768625124969,276.86251256,-26.66277882,17.471,0.01,18.118,0.011,17.18,0.012,2,1010.354040893842,811.1891097348209
76002768633948946,276.86339478,-26.65946495,18.119,0.114,18.862,0.147,17.786,0.107,2,1005.2026382564454,789.8571675297466
76002768649651770,276.86496524,-26.66544457,18.097,0.012,18.597,0.012,17.906,0.016,2,996.2939885881738,828.3964805394976
76002768652179015,276.86521795,-26.65940725,17.21,0.012,17.782,0.011,16.903,0.012,2,994.7059494661162,789.5129528054338
76002768663313055,276.86633128,-26.66437335,18.197,0.013,18.961,0.024,17.883,0.013,2,988.4068201656779,821.5172224950674
76002768682742797,276.86827419,-26.6645885,17.82,0.012,18.354,0.017,17.526,0.026,2,977.2273684358918,822.9325401017052
76002768701805763,276.87018091,-26.66211726,18.408,0.022,18.954,0.018,18.314,0.012,2,966.1962795849121,807.0440107492964
76002768709641854,276.87096477,-26.66537491,17.355,0.011,18.15,0.011,16.925,0.01,2,961.7568456726451,828.0390674531051
76002768722868411,276.87228609,-26.65991082,18.422,0.079,18.988,0.013,18.126,0.017,2,954.0281906542234,792.8643240593638
76002768758476355,276.87584711,-26.66162371,14.765,0.01,15.932,0.009,14.258,0.012,2,933.5673648477485,803.9524791029154
76002768767204044,276.87672088,-26.66354938,15.267,0.01,16.265,0.01,14.854,0.012,2,928.5810937743715,816.3696429745187
76002768804996450,276.88049968,-26.66154463,17.087,0.01,17.895,0.014,16.682,0.012,2,906.7827098932255,803.5160432734061
76002768810952279,276.88109576,-26.66502016,18.594,0.146,18.993,0.208,18.463,0.132,2,903.4308760533536,825.9118863581263
76002768815718787,276.88157133,-26.65959712,17.922,0.012,18.649,0.017,17.445,0.016,2,900.569058444213,790.9887661622708
76002768861341858,276.88613441,-26.66537135,18.298,0.011,18.991,0.012,18.027,0.01,2,874.4345309340562,828.2541700361786
76002768900355925,276.89003509,-26.66198174,17.147,0.104,17.87,0.109,16.827,0.103,2,851.9016356383266,806.4840564000449
76002768949776427,276.89497738,-26.66156407,18.194,0.11,18.869,0.127,17.902,0.106,2,823.441255769712,803.8744456136311
76002768959489869,276.89594834,-26.65869536,17.191,0.01,18.239,0.016,16.705,0.012,2,817.7840543299851,785.412626228923
76002768978417812,276.89784124,-26.66040957,18.525,0.138,18.904,0.171,18.405,0.132,2,806.9278543916805,796.4853828128155
76002768979165001,276.89791663,-26.66275211,18.11,0.016,18.766,0.014,17.865,0.013,2,806.5494626939108,811.5752863273381
76002769019807993,276.90198008,-26.66025856,18.211,0.143,18.769,0.203,17.987,0.129,2,783.0984904752565,795.5816393994822
76002769069729587,276.90697202,-26.65893041,18.123,0.111,18.644,0.127,17.921,0.108,2,754.329603739259,787.1109980600947
76002769071727284,276.90717219,-26.66084947,15.67,0.016,16.674,0.011,15.231,0.011,2,753.2237300776591,799.4753486105493
76002769105477683,276.91054727,-26.66051722,17.29,0.01,18.022,0.011,16.962,0.012,2,733.7866469665407,797.3928520982213
76002769107399568,276.91073966,-26.65894614,15.581,0.01,16.524,0.01,15.14,0.012,2,732.640826263696,787.2765899223241
76002769121093858,276.9121095,-26.66370473,15.529,0.011,16.606,0.011,15.069,0.01,2,724.8714250299497,817.9509009399052
76002769148257672,276.91482511,-26.66052592,17.045,0.01,18.203,0.013,16.536,0.011,2,709.1609798222122,797.5226034870323
76002769149983114,276.91499898,-26.66432446,17.648,0.01,18.398,0.013,17.331,0.012,2,708.2535070151245,821.992574724054
76002769162550403,276.91625599,-26.6665835,17.402,0.012,18.55,0.013,16.936,0.01,2,701.0733327529167,836.5652111840647
76002769191426711,276.91914269,-26.66132686,17.189,0.011,17.792,0.012,16.937,0.011,2,684.3262049931286,802.7568103566408
76002769211577728,276.92115761,-26.66047938,16.482,0.013,17.06,0.011,16.239,0.011,2,672.7060629589353,797.3334651485985
76002769254227159,276.9254221,-26.66095383,18.246,0.01,18.953,0.017,17.908,0.011,2,648.1689549665635,800.4649885833921
76002769274526577,276.92745287,-26.66143887,18.148,0.012,18.896,0.012,17.791,0.011,2,636.4908787484375,803.6254535594792
76002769326988634,276.93269837,-26.65972488,18.276,0.119,18.964,0.165,17.976,0.109,2,606.2511297331077,792.6798952554027
76002769335670254,276.93356709,-26.66670796,18.441,0.111,18.886,0.143,18.283,0.104,2,601.4285064229414,837.6746920368514
76002769339306740,276.93393056,-26.66130277,16.382,0.01,17.308,0.011,15.941,0.01,2,599.1981583902491,802.8656905917532
76002769362733339,276.93627375,-26.66413732,16.559,0.011,17.527,0.012,16.087,0.01,2,585.7821787016353,821.1661790070132
76002769366180910,276.93661881,-26.66616111,18.396,0.119,18.911,0.144,18.198,0.114,2,583.8478492348215,834.2080171088529
76002769387595734,276.93875984,-26.66214119,15.497,0.01,16.486,0.011,15.078,0.01,2,571.4196936493659,808.3544394803869
76002769388828703,276.93888285,-26.65966713,17.851,0.013,18.659,0.012,17.513,0.01,2,570.647751608885,792.4209290565999
76002769404444688,276.94044478,-26.66301324,17.8,0.012,18.384,0.012,17.572,0.011,2,561.742857838096,814.0025163067705
76002769444534105,276.94445328,-26.66349869,17.248,0.011,17.865,0.012,17.001,0.01,2,538.680656405899,817.2038177415589
76002769475792933,276.94757957,-26.6644756,18.421,0.122,18.934,0.151,18.223,0.116,2,520.7099323561877,823.5548001308434
76002769517313805,276.95173179,-26.66374905,17.862,0.016,18.527,0.016,17.509,0.01,2,496.788843800548,818.9534549766303
76002769535396243,276.95353955,-26.66171697,13.325,0.024,14.236,0.009,12.766,0.024,2,486.3286444121825,805.8989461676318
76002769537878233,276.95378723,-26.66005861,17.206,0.013,17.899,0.021,16.888,0.012,2,484.8588306696342,795.2219412023654
76002769582635479,276.95826353,-26.66235379,16.305,0.012,17.088,0.011,15.909,0.01,2,459.15188815388393,810.0913962308082
76002769592262913,276.95922662,-26.66449246,16.755,0.011,17.604,0.011,16.399,0.014,2,453.66521937041784,823.885464426158
76002769634989318,276.96349858,-26.65915435,17.999,0.027,18.629,0.026,17.7,0.012,2,428.92973648289524,789.5849370752052
76002769677455719,276.96774594,-26.66215356,18.276,0.014,18.879,0.027,17.987,0.027,2,404.5608149885961,808.9865895849485
76002769699756469,276.96997568,-26.66152884,16.792,0.012,17.905,0.013,16.277,0.015,2,391.7081698573493,805.0067491224161
76002769702293016,276.97022936,-26.66440664,17.949,0.012,18.945,0.02,17.538,0.016,2,390.32664337100664,823.5480856608565
76002769716008426,276.97160061,-26.65989754,16.456,0.081,17.228,0.011,16.178,0.013,2,382.30939457904947,794.531576020779
76002769770343393,276.97703473,-26.66409227,15.831,0.014,16.727,0.011,15.397,0.012,2,351.14344107060083,821.6591453479683
76002769786956333,276.97869528,-26.66164234,18.001,0.015,18.651,0.012,17.709,0.01,2,341.51648580307733,805.9123014081003
76012768418288617,276.84182846,-26.65140533,18.529,0.129,18.823,0.178,18.46,0.119,2,1129.184732905623,737.6306025016036
76012768469059523,276.8469051,-26.65065062,15.899,0.01,16.735,0.011,15.491,0.011,2,1099.942042153527,732.8412478940044
76012768481082549,276.84810827,-26.65646194,18.528,0.129,18.986,0.161,18.362,0.123,2,1093.1385687068228,770.2901098223793
76012768490680223,276.84906835,-26.65840061,17.671,0.012,18.6,0.012,17.243,0.01,2,1087.65277982239,782.7911703492523
76012768612330664,276.86123352,-26.65803272,17.865,0.011,18.334,0.015,17.614,0.01,2,1017.612986417553,780.599610265923
76012768645282951,276.864528,-26.65612736,17.075,0.011,17.891,0.013,16.65,0.011,2,998.6054483526302,768.3762574076196
76012768671859157,276.86718581,-26.65095585,17.882,0.116,18.42,0.166,17.67,0.104,2,983.1900952751434,735.105933303641
76012768693689833,276.86936807,-26.6503924,17.921,0.011,18.953,0.012,17.536,0.014,2,970.6140176299579,731.5099031374285
76012768750539072,276.87505369,-26.65102647,18.354,0.128,18.971,0.178,18.096,0.118,2,937.8954324479105,735.6816589442566
76012768854775884,276.88547758,-26.65368293,17.951,0.017,18.554,0.01,17.709,0.016,2,877.9453980917087,752.9567342294177
76012768879695990,276.88796988,-26.65359455,16.953,0.014,17.597,0.015,16.651,0.011,2,863.5952534196945,752.4274981199302
76012768901687477,276.8901685,-26.65235548,18.245,0.123,18.847,0.173,17.996,0.112,2,850.908934992648,744.4820073086419
76012768958768995,276.89587665,-26.6510903,9.956,0.028,10.802,0.035,9.419,0.1,2,818.0170287611786,736.4261019158237
76012768976333641,276.89763305,-26.65555191,17.697,0.01,18.359,0.021,17.435,0.011,2,808.0110989147726,765.1930131103014
76012769032001422,276.9032005,-26.6574009,16.878,0.011,17.417,0.01,16.666,0.012,2,776.0043942625775,777.1954968010452
76012769090662850,276.90906623,-26.65621094,18.856,0.142,18.962,0.217,18.896,0.125,2,742.2077959825857,769.6301336893969
76012769157207667,276.91572072,-26.65219715,18.257,0.054,18.986,0.02,18.021,0.012,2,703.8001387575955,743.8913059893184
76012769181815568,276.9181811,-26.65394593,18.164,0.019,18.764,0.034,17.791,0.012,2,689.6789412053115,755.1983274611665
76012769204663018,276.9204667,-26.65607103,18.19,0.173,18.971,0.247,17.835,0.156,2,676.5737222348871,768.9264785414648
76012769261076596,276.92610719,-26.65308933,18.291,0.143,18.627,0.202,18.197,0.13,2,644.0273310778075,749.8208099416894
76012769265748682,276.92657401,-26.65135106,18.125,0.04,18.706,0.016,17.974,0.041,2,641.2960852289184,738.6326927494733
76012769276760325,276.92767655,-26.65831559,15.556,0.01,16.609,0.011,15.091,0.01,2,635.1244330333038,783.5119578322476
76012769278846818,276.92788462,-26.65290458,17.715,0.019,18.584,0.016,17.344,0.033,2,633.790026091085,748.6625851786727
76012769284993195,276.92849962,-26.65592395,18.207,0.015,18.868,0.018,17.836,0.015,2,630.3257939274343,768.1218125395845
76012769338047224,276.93380463,-26.65256653,18.109,0.116,18.76,0.142,17.83,0.111,2,599.6999221534963,746.5920210903313
76012769351711960,276.93517135,-26.65695329,16.959,0.011,17.799,0.013,16.569,0.013,2,591.9440585867052,774.8726678205245
76012769432553345,276.9432555,-26.65579868,18.132,0.013,18.77,0.013,17.916,0.012,2,545.3752669023693,767.584634505135
76012769436228018,276.94362276,-26.65190433,18.07,0.025,18.713,0.014,17.76,0.033,2,543.1596013161211,742.5074106949837
76012769437826014,276.94378238,-26.65357465,17.216,0.013,17.73,0.013,16.978,0.01,2,542.2841695062984,753.269152910024
76012769441451596,276.94414549,-26.65725594,17.93,0.018,18.722,0.016,17.552,0.015,2,540.2897154245608,776.9876341039177
76012769486629323,276.94866277,-26.6508171,15.082,0.01,16.024,0.01,14.68,0.01,2,514.1154627785313,735.5988640086538
76012769507015939,276.95070132,-26.6536373,16.906,0.103,17.53,0.11,16.644,0.102,2,502.453775830318,753.8026996299745
76012769527230526,276.95272381,-26.65814779,16.834,0.01,17.397,0.013,16.58,0.01,2,490.92991316231775,782.8938111795354
76012769581839586,276.95818308,-26.65059793,18.347,0.016,18.857,0.016,18.059,0.014,2,459.30025607503,734.3687056565786
76012769585087242,276.95850871,-26.65255116,17.137,0.02,17.745,0.011,16.896,0.012,2,457.47789610659646,746.9560146476887
76012769603873265,276.96038733,-26.65586522,17.987,0.018,18.805,0.016,17.608,0.012,2,446.75176313879786,768.3386710251644
76012769633307352,276.96333064,-26.65245955,15.867,0.011,16.625,0.011,15.508,0.01,2,429.7155328287565,746.4595209774124
76012769662189631,276.96621899,-26.65056063,18.029,0.013,18.599,0.01,17.761,0.012,2,413.035658958861,734.2848702517958
76012769662644741,276.96626465,-26.65463561,18.092,0.012,18.9,0.021,17.723,0.012,2,412.8835505239236,760.5332781251261
76012769858670728,276.98586725,-26.65797924,16.964,0.012,17.807,0.012,16.529,0.011,2,300.12752087324446,782.4638579937118
76012769863009691,276.98630081,-26.65051049,16.053,0.01,16.637,0.011,15.818,0.013,2,297.4210820095396,734.365528646205
76022768393046197,276.83930486,-26.6450891,18.328,0.012,18.99,0.012,17.984,0.01,2,1143.5820995313693,696.9114310692365
76022768497828670,276.84978222,-26.6430283,17.547,0.012,18.189,0.019,17.293,0.013,2,1083.215653888175,683.785884283698
76022768509303994,276.85093005,-26.6469245,16.964,0.01,17.866,0.011,16.56,0.01,2,1076.6902483962367,708.8985002291779
76022768520769627,276.85207631,-26.64223076,17.782,0.017,18.313,0.031,17.418,0.011,2,1069.9903018853074,678.6819548097662
76022768525585557,276.85255851,-26.64562188,17.591,0.012,18.444,0.013,17.197,0.01,2,1067.2867412941018,700.5317069477742
76022768602526198,276.86025229,-26.64508831,16.844,0.018,17.429,0.013,16.597,0.011,2,1022.9790331046627,697.2079832253577
76022768611803139,276.86118074,-26.64763757,16.366,0.011,17.379,0.012,15.903,0.01,2,1017.6893507312097,713.642000966391
76022768636294579,276.8636293,-26.64643726,15.375,0.01,16.384,0.011,14.958,0.01,2,1003.5658870638731,705.9472639282654
76022768656547623,276.86565436,-26.64390048,16.633,0.01,17.48,0.011,16.259,0.01,2,991.8508413240712,689.6379782702301
76022768669123992,276.86691261,-26.64692626,17.786,0.011,18.48,0.02,17.284,0.017,2,984.6735943269707,709.1465605015703
76022768675061221,276.86750602,-26.64923532,17.883,0.016,18.585,0.014,17.485,0.018,2,981.3084112955632,724.0285916388766
76022768690118352,276.86901124,-26.64329265,18.039,0.045,18.802,0.024,17.767,0.016,2,972.5101711070633,685.7738445336173
76022768722789336,276.87227843,-26.64247301,18.312,0.013,18.973,0.017,18.028,0.013,2,953.680938432514,680.5445354874867
76022768743586704,276.87435823,-26.64466638,16.807,0.01,17.485,0.011,16.505,0.011,2,941.7558661540784,694.7045306538112
76022768763356915,276.876335,-26.64449058,16.565,0.011,17.443,0.012,16.161,0.01,2,930.3707769605412,693.6029184412903
76022768814893964,276.88148964,-26.64694935,18.023,0.012,18.658,0.012,17.801,0.012,2,900.7495999098646,709.5212298914454
76022768815939961,276.88159331,-26.64195201,17.819,0.119,18.716,0.158,17.375,0.105,2,900.0382400517749,677.3342322291214
76022768828827398,276.88288266,-26.64408837,18.05,0.011,18.859,0.01,17.636,0.019,2,892.6638163200587,691.1153096433328
76022768863796172,276.88637942,-26.64510989,18.463,0.138,18.89,0.195,18.315,0.125,2,872.5550388253166,697.750922014439
76022768899886282,276.88998851,-26.64501764,15.154,0.013,16.163,0.013,14.719,0.012,2,851.7739124417249,697.2149420476507
76022768914014684,276.89140182,-26.64635001,17.985,0.12,18.685,0.148,17.678,0.114,2,843.6681026893,705.819897293537
76022768930422370,276.89304282,-26.64827823,17.604,0.011,18.458,0.013,16.556,0.01,2,834.2656070881324,718.266623336106
76022768945006248,276.89450068,-26.64504615,16.589,0.011,17.693,0.012,16.129,0.012,2,825.7962028649699,697.4721884595776
76022768954013376,276.89540152,-26.64743927,18.172,0.107,18.777,0.117,17.92,0.106,2,820.666203309243,712.9014420977865
76022768959698031,276.89596922,-26.64356062,17.687,0.103,18.136,0.107,17.527,0.102,2,817.306116389659,687.9278200870343
76022768979128837,276.89791214,-26.64288903,17.932,0.012,18.988,0.011,17.483,0.011,2,806.1038628835358,683.6341152429401
76022769011456265,276.90114534,-26.64503244,18.398,0.13,18.822,0.178,18.252,0.119,2,787.5399103738405,697.4939480340896
76022769037109882,276.90371062,-26.64201792,17.825,0.013,18.636,0.012,17.49,0.012,2,772.6981389775858,678.1199999961838
76022769085895216,276.90858985,-26.64590654,16.888,0.012,17.475,0.011,16.66,0.018,2,744.7001165266428,703.2498361962537
76022769103181310,276.91031851,-26.6491612,18.083,0.012,18.703,0.012,17.822,0.014,2,734.8268947672834,724.2431239498684
76022769158648842,276.91586475,-26.64288435,14.106,0.03,14.966,0.009,13.744,0.03,2,702.7414868004903,683.9086946045824
76022769195302254,276.91953,-26.64837473,17.802,0.134,18.419,0.177,17.545,0.125,2,681.775094342579,719.3370333390743
76022769208407156,276.92084051,-26.64428931,17.793,0.019,18.434,0.019,17.461,0.011,2,674.1285030394558,693.0452748531636
76022769220592447,276.92205942,-26.64821385,17.511,0.103,18.354,0.11,17.12,0.101,2,667.208637892858,718.3452979143915
76022769225044366,276.9225047,-26.64661431,17.991,0.021,18.784,0.033,17.649,0.021,2,664.6051090068473,708.0502942600083
76022769228707670,276.92287051,-26.64386109,15.915,0.012,17.054,0.011,15.401,0.012,2,662.4302145024496,690.3228727885719
76022769234510067,276.92345113,-26.65019722,15.966,0.012,17.16,0.012,15.425,0.012,2,659.2458670840949,731.1450888943664
76022769255947778,276.92559404,-26.64377116,17.754,0.029,18.548,0.013,17.485,0.034,2,646.7473597869703,689.7919771755935
76022769326573858,276.93265748,-26.64703777,18.259,0.11,18.823,0.122,18.031,0.107,2,606.1631694429284,710.9596515211599
76022769331375675,276.93313762,-26.64552408,18.438,0.042,18.904,0.021,18.302,0.01,2,603.3602487449062,701.218468878884
76022769349744752,276.9349743,-26.64629291,16.693,0.047,17.429,0.011,16.548,0.01,2,592.805493398446,706.2040360409378
76022769372688095,276.93726823,-26.64350691,17.999,0.096,17.865,0.01,17.811,0.078,2,579.5269346311563,688.3009687069465
76022769425933806,276.94259315,-26.64708166,18.103,0.102,18.496,0.106,17.975,0.102,2,548.9617818406911,711.4247527213939
76022769488572678,276.94885759,-26.64802145,17.456,0.014,17.784,0.022,17.341,0.012,2,512.9203306493565,717.5953621240185
76022769495235368,276.94952332,-26.64577997,18.026,0.115,18.761,0.133,17.699,0.112,2,509.028531498506,703.1702419462904
76022769523113345,276.9523118,-26.64746565,15.641,0.008,16.28,0.009,15.39,0.008,2,493.01890744504044,714.080805507691
76022769609121849,276.96091252,-26.64871216,15.621,0.012,16.235,0.009,15.358,0.01,2,443.5358325738068,722.2750007370627
76022769625600920,276.9625605,-26.64948654,17.948,0.014,18.531,0.018,17.672,0.014,2,434.068984359777,727.2949338299834
76022769633279275,276.96332732,-26.64252395,18.057,0.155,18.311,0.247,18.01,0.133,2,429.46606021322464,682.4628771083754
76022769636646486,276.96366447,-26.64484824,16.474,0.011,17.689,0.013,15.926,0.013,2,427.58778614451927,697.440534159919
76022769658117647,276.96581131,-26.64388039,16.907,0.011,17.799,0.016,16.518,0.011,2,415.2012950136862,691.2485137912761
76022769664565009,276.96645609,-26.64607892,14.737,0.01,15.624,0.01,14.321,0.012,2,411.54878932949316,705.4222152240591
76022769703769538,276.97037605,-26.6423047,17.793,0.011,18.423,0.012,17.661,0.036,2,388.8769070093473,681.1893465772185
76022769745496328,276.97454919,-26.64497999,18.076,0.024,18.679,0.013,17.768,0.013,2,364.9237935046323,698.5044214190721
76022769759501912,276.9759504,-26.64865949,17.04,0.01,17.955,0.013,16.623,0.011,2,356.95829322102213,722.2326849812335
76022769769206627,276.97692052,-26.64473013,17.3,0.012,17.995,0.012,17.027,0.01,2,351.26420286534216,696.9426450084783
76022769793392944,276.97933926,-26.64779994,17.649,0.013,18.53,0.013,17.265,0.011,2,337.4240135140807,716.7645297017037
76022769801451216,276.98014501,-26.6492397,17.04,0.015,17.774,0.017,16.74,0.011,2,332.8252549378117,726.0545417219304
76022769817413574,276.98174185,-26.6472744,17.283,0.011,18.002,0.011,17.005,0.011,2,323.5770206913912,713.4282079748168
76022769854536903,276.98545309,-26.64450055,18.152,0.019,18.874,0.024,17.731,0.062,2,302.13232845679437,695.6372826917413
76022769898655136,276.98986581,-26.64597324,16.628,0.011,17.491,0.011,16.23,0.01,2,276.7682702176513,705.2140381333777
76032768418551601,276.8418555,-26.64058549,15.618,0.011,16.561,0.011,15.176,0.012,2,1128.8028314758867,667.9386081146738
76032768449433090,276.84494343,-26.639345,18.075,0.135,18.528,0.217,17.912,0.115,2,1110.9974971641923,659.9919907144418
76032768470246372,276.84702446,-26.63661001,17.331,0.013,18.258,0.028,16.869,0.011,2,1098.9576398338363,642.4050871203293
76032768486013893,276.84860178,-26.63867557,18.033,0.011,18.586,0.018,17.702,0.011,2,1089.9195692213298,655.7322731454067
76032768568888313,276.85688843,-26.63499189,16.213,0.01,17.063,0.01,15.794,0.011,2,1042.1274038438498,632.1255470067956
76032768621939850,276.86219325,-26.63371116,17.68,0.015,18.362,0.012,17.405,0.011,2,1011.554582508227,623.9548974713995
76032768661755727,276.86617505,-26.63714749,15.784,0.012,16.56,0.011,15.405,0.01,2,988.7035088781929,646.1487772871056
76032768725777303,276.87257761,-26.63583428,16.866,0.011,17.458,0.011,16.597,0.01,2,951.8093083021463,637.7880490009187
76032768756239045,276.87562379,-26.63438245,15.884,0.011,16.464,0.01,15.636,0.011,2,934.2369657755567,628.4837956749491
76032768787042865,276.8787044,-26.63953201,18.333,0.012,18.941,0.016,18.087,0.012,2,916.6162224573229,661.7010810349342
76032768797940203,276.87979494,-26.64175063,15.143,0.011,16.161,0.01,14.751,0.01,2,910.3878699734319,676.0087094753807
76032768824466820,276.88244675,-26.6362364,16.37,0.01,16.904,0.01,16.148,0.01,2,894.9933046171226,640.5326363958094
76032768843810542,276.88438186,-26.64146771,17.929,0.119,18.577,0.142,17.653,0.115,2,883.9718299489602,674.2591112357085
76032768862746524,276.88627482,-26.63648283,18.456,0.107,18.96,0.124,18.263,0.104,2,872.9575626160761,642.1810269765267
76032768893639444,276.88936396,-26.63404968,17.967,0.011,18.798,0.013,17.56,0.013,2,855.1141031824593,626.5585209341539
76032768919389008,276.89193894,-26.63441302,18.287,0.013,18.948,0.02,18.048,0.016,2,840.2959947425265,628.9406776590113
76032768990595108,276.89905933,-26.63766278,17.361,0.017,18.016,0.013,16.998,0.012,2,799.3745604327225,649.9900904548936
76032769030079123,276.90300731,-26.63431749,18.302,0.017,18.926,0.013,18.042,0.01,2,776.5627358482744,628.5085519251849
76032769058778866,276.90587767,-26.6345313,16.907,0.011,17.739,0.014,16.519,0.018,2,760.04053912168,629.9341438102754
76032769106029607,276.91060217,-26.63391401,18.445,0.123,18.957,0.163,18.248,0.115,2,732.8221668377213,626.0385760999746
76032769125006131,276.91250028,-26.63681013,17.823,0.016,18.485,0.016,17.541,0.012,2,721.96379948709,644.7255332396743
76032769167381167,276.91673801,-26.640947,15.892,0.011,17.004,0.011,15.453,0.013,2,697.6658677162443,671.4451318526109
76032769197899357,276.91978938,-26.63412202,18.104,0.114,18.685,0.144,17.867,0.108,2,679.9277799330025,627.537796221624
76032769307074987,276.93070708,-26.63776348,16.516,0.127,16.792,0.167,16.456,0.119,2,617.1567321829058,651.1873299088114
76032769320688167,276.93206804,-26.6351139,6.291,0.1,6.305,0.1,6.385,0.1,2,609.2532036862175,634.1456080521417
76032769347578815,276.93475758,-26.63457423,15.904,0.126,16.4,0.16,15.716,0.119,2,593.7533128468876,630.7183860114533
76032769399170740,276.93991766,-26.64130321,18.682,0.01,18.028,0.014,18.198,0.01,2,564.215956999023,674.1553785402608
76032769422782447,276.94227832,-26.63988063,18.382,0.136,18.792,0.169,18.244,0.13,2,550.5873266924168,665.036047464943
76032769444895768,276.94448997,-26.63711326,18.294,0.177,18.917,0.246,18.033,0.162,2,537.7812406389639,647.2522032209949
76032769588429789,276.95884266,-26.63376222,15.703,0.01,16.8,0.013,15.237,0.01,2,455.0516759945115,625.9402782558512
76032769606347081,276.96063423,-26.63601903,18.71,0.174,18.98,0.238,18.654,0.16,2,444.7965980738691,640.5113843983546
76032769698292534,276.96982938,-26.63980764,18.501,0.014,18.937,0.02,18.262,0.013,2,391.9560512147154,665.0946025866971
76032769717352231,276.97173589,-26.64006043,16.843,0.011,17.795,0.012,16.45,0.01,2,380.9859774245797,666.7607081398769
76032769737926828,276.97379224,-26.63623007,16.986,0.01,17.532,0.012,16.805,0.012,2,369.04069778414663,642.1298418102658
76032769790258846,276.97902516,-26.63454843,17.26,0.011,17.681,0.012,17.109,0.015,2,338.86365299867185,631.4033877617392
76032769792476743,276.97924705,-26.63630034,17.871,0.014,18.483,0.013,17.599,0.012,2,337.6347946185441,642.6921685457824
76032769792970190,276.9792976,-26.64176173,18.297,0.012,18.828,0.017,18.075,0.012,2,337.49576975666787,677.8707508977353
76032769809996277,276.98099925,-26.63668913,18.116,0.012,18.758,0.023,17.653,0.023,2,327.55679123334545,645.2319429935111
76032769819233206,276.98192329,-26.63924841,17.742,0.013,18.427,0.013,17.408,0.011,2,322.30793300892987,661.7354045785166
76032769863491085,276.98634915,-26.64101574,16.889,0.011,18.176,0.013,15.748,0.01,2,296.87509495146867,673.209547847393
76032769890289893,276.98902839,-26.63367532,18.559,0.116,18.991,0.15,18.408,0.11,2,281.24119814990655,625.984139664124
76032769914312451,276.99143178,-26.63987729,18.149,0.021,18.828,0.012,17.895,0.011,2,267.5790280562562,665.9816900799557
76032769929437818,276.99294398,-26.6354051,18.174,0.021,18.826,0.016,17.719,0.012,2,258.7447475704391,637.2071905463242
